     Pays de destination,Date,Value,continent,Continent Total
     Iran,2016-05-01,0.0,ASIE,4224.009
     Japon,2016-05-01,417.933,ASIE,4641.942
     Pakistan,2016-05-01,73.551,ASIE,4715.493
     Rép. Pop. de Chine,2016-05-01,6419.506,ASIE,11134.999
     Taiwan,2016-05-01,0.0,ASIE,11134.999
     Union Indienne,2016-05-01,7055.489,ASIE,18190.487999999998
     Autres pays d'Asie,2016-05-01,567.648,ASIE,18758.136
III. AFRIQUE,2016-05-01,22819.52,,
     Afrique du Sud,2016-05-01,364.864,AFRIQUE,364.864
     Djibouti,2016-05-01,0.0,AFRIQUE,364.864
     Kenya,2016-05-01,3410.875,AFRIQUE,3775.739
     Ouganda,2016-05-01,3244.506,AFRIQUE,7020.245
     R.D.C.(1) ,2016-05-01,468.732,AFRIQUE,7488.977
     Rwanda,2016-05-01,2240.548,AFRIQUE,9729.525
     Tanzanie,2016-05-01,10727.59,AFRIQUE,20457.114999999998
     Zambie,2016-05-01,2298.474,AFRIQUE,22755.589
     Zimbabwe,2016-05-01,0.0,AFRIQUE,22755.589
     Autres pays d'Afrique,2016-05-01,63.931,AFRIQUE,22819.52
 IV. AMERIQUE,2016-05-01,410.37899999999996,AFRIQUE,23229.899
       Etats-Unis ,2016-05-01,291.655,AFRIQUE,23521.554
       Canada,2016-05-01,115.704,AFRIQUE,23637.258
       Autres pays d'Amérique,2016-05-01,3.02,AFRIQUE,23640.278000000002
  V. OCEANIE,2016-05-01,0.183,AFRIQUE,23640.461000000003
        Australie,2016-05-01,0.183,AFRIQUE,23640.644000000004
        Autres,2016-05-01,0.0,AFRIQUE,23640.644000000004
 VI. PAYS NON SPECIFIES,2016-05-01,0.0,AFRIQUE,23640.644000000004
TOTAL,2016-05-01,48141.75399999999,AFRIQUE,71782.398
  I. EUROPE,2016-06-01,18365.126,AFRIQUE,90147.524
   1. Union Européenne,2016-06-01,14899.887999999999,AFRIQUE,105047.41200000001
     Allemagne,2016-06-01,3102.784,AFRIQUE,108150.19600000001
     Belgique - Luxembourg,2016-06-01,2406.449,AFRIQUE,110556.645
     Danemark,2016-06-01,205.709,AFRIQUE,110762.354
     Espagne,2016-06-01,0.688,AFRIQUE,110763.042
     France,2016-06-01,1075.253,AFRIQUE,111838.295
     Grèce,2016-06-01,0.0,AFRIQUE,111838.295
     Irlande,2016-06-01,0.0,AFRIQUE,111838.295
     Italie,2016-06-01,1961.876,AFRIQUE,113800.171
     Pays-Bas,2016-06-01,207.326,AFRIQUE,114007.497
     Portugal,2016-06-01,0.0,AFRIQUE,114007.497
     Roumanie,2016-06-01,0.0,AFRIQUE,114007.497
     Autres pays de l'U.E.,2016-06-01,5939.803,AFRIQUE,119947.3
   2. AUTRES,2016-06-01,3465.2380000000003,AFRIQUE,123412.538
     Suisse,2016-06-01,7.163,AFRIQUE,123419.701
     Turquie,2016-06-01,266.647,AFRIQUE,123686.348
     Royaume-Uni,2016-06-01,33.802,AFRIQUE,123720.15
     Russie,2016-06-01,3157.525,AFRIQUE,126877.67499999999
     Autres pays d'Europe,2016-06-01,0.101,AFRIQUE,126877.77599999998
II. ASIE,2016-06-01,18034.256,,
     Arabie Saoudite,2016-06-01,2482.14,ASIE,2482.14
     Bangladesh,2016-06-01,21.857,ASIE,2503.997
     Corée du Nord,2016-06-01,2.345,ASIE,2506.3419999999996
     Corée du Sud,2016-06-01,1.23,ASIE,2507.5719999999997
     Emirats Arabes Unis,2016-06-01,3404.031,ASIE,5911.602999999999
     Hong-Kong,2016-06-01,1.384,ASIE,5912.986999999999
     Iran,2016-06-01,0.0,ASIE,5912.986999999999
     Japon,2016-06-01,338.755,ASIE,6251.741999999999
     Pakistan,2016-06-01,0.251,ASIE,6251.9929999999995
     Rép. Pop. de Chine,2016-06-01,4275.689,ASIE,10527.682
     Taiwan,2016-06-01,0.0,ASIE,10527.682
     Union Indienne,2016-06-01,7239.32,ASIE,17767.002
     Autres pays d'Asie,2016-06-01,267.25399999999996,ASIE,18034.256
III. AFRIQUE,2016-06-01,29165.181,,
     Afrique du Sud,2016-06-01,282.575,AFRIQUE,282.575
     Djibouti,2016-06-01,0.0,AFRIQUE,282.575
     Kenya,2016-06-01,4158.231,AFRIQUE,4440.806
     Ouganda,2016-06-01,2396.012,AFRIQUE,6836.817999999999
     R.D.C.(1) ,2016-06-01,593.037,AFRIQUE,7429.855
     Rwanda,2016-06-01,2453.476,AFRIQUE,9883.331
     Tanzanie,2016-06-01,14960.079,AFRIQUE,24843.41
     Zambie,2016-06-01,4203.389,AFRIQUE,29046.799
     Zimbabwe,2016-06-01,0.0,AFRIQUE,29046.799
     Autres pays d'Afrique,2016-06-01,118.38200000000002,AFRIQUE,29165.181
 IV. AMERIQUE,2016-06-01,248.429,AFRIQUE,29413.61
       Etats-Unis ,2016-06-01,156.796,AFRIQUE,29570.406
       Canada,2016-06-01,82.119,AFRIQUE,29652.524999999998
       Autres pays d'Amérique,2016-06-01,9.514,AFRIQUE,29662.038999999997
  V. OCEANIE,2016-06-01,0.0,AFRIQUE,29662.038999999997
        Australie,2016-06-01,0.0,AFRIQUE,29662.038999999997
        Autres,2016-06-01,0.0,AFRIQUE,29662.038999999997
 VI. PAYS NON SPECIFIES,2016-06-01,0.0,AFRIQUE,29662.038999999997
TOTAL,2016-06-01,65812.992,AFRIQUE,95475.03099999999
  I. EUROPE,2016-07-01,4921.246,AFRIQUE,100396.27699999999
   1. Union Européenne,2016-07-01,1744.9520000000002,AFRIQUE,102141.22899999999
     Allemagne,2016-07-01,280.991,AFRIQUE,102422.21999999999
     Belgique - Luxembourg,2016-07-01,277.958,AFRIQUE,102700.17799999999
     Danemark,2016-07-01,34.629,AFRIQUE,102734.80699999999
     Espagne,2016-07-01,24.595,AFRIQUE,102759.40199999999
     France,2016-07-01,662.386,AFRIQUE,103421.78799999999
     Grèce,2016-07-01,0.0,AFRIQUE,103421.78799999999
     Irlande,2016-07-01,0.0,AFRIQUE,103421.78799999999
     Italie,2016-07-01,226.805,AFRIQUE,103648.59299999998
     Pays-Bas,2016-07-01,131.955,AFRIQUE,103780.54799999998
     Portugal,2016-07-01,0.0,AFRIQUE,103780.54799999998
     Roumanie,2016-07-01,0.0,AFRIQUE,103780.54799999998
     Autres pays de l'U.E.,2016-07-01,105.633,AFRIQUE,103886.18099999998
   2. AUTRES,2016-07-01,3176.294,AFRIQUE,107062.47499999998
     Suisse,2016-07-01,278.079,AFRIQUE,107340.55399999997
     Turquie,2016-07-01,352.259,AFRIQUE,107692.81299999998
     Royaume-Uni,2016-07-01,623.956,AFRIQUE,108316.76899999999
     Russie,2016-07-01,1922.0,AFRIQUE,110238.76899999999
     Autres pays d'Europe,2016-07-01,0.0,AFRIQUE,110238.76899999999
II. ASIE,2016-07-01,21772.003,,
     Arabie Saoudite,2016-07-01,1457.644,ASIE,1457.644
     Bangladesh,2016-07-01,21.857,ASIE,1479.501
     Corée du Nord,2016-07-01,0.0,ASIE,1479.501
     Corée du Sud,2016-07-01,22.594,ASIE,1502.095
     Emirats Arabes Unis,2016-07-01,3190.904,ASIE,4692.999
     Hong-Kong,2016-07-01,27.755,ASIE,4720.754
     Iran,2016-07-01,0.0,ASIE,4720.754
     Japon,2016-07-01,411.884,ASIE,5132.638
     Pakistan,2016-07-01,32.431,ASIE,5165.0689999999995
     Rép. Pop. de Chine,2016-07-01,8386.521,ASIE,13551.59
     Taiwan,2016-07-01,0.012,ASIE,13551.602
     Union Indienne,2016-07-01,8087.975,ASIE,21639.577
     Autres pays d'Asie,2016-07-01,132.426,ASIE,21772.003
III. AFRIQUE,2016-07-01,27890.445,,
     Afrique du Sud,2016-07-01,3562.786,AFRIQUE,3562.786
     Djibouti,2016-07-01,0.0,AFRIQUE,3562.786
     Kenya,2016-07-01,4266.598,AFRIQUE,7829.384
     Ouganda,2016-07-01,2487.223,AFRIQUE,10316.607
     R.D.C.(1) ,2016-07-01,1003.234,AFRIQUE,11319.841
     Rwanda,2016-07-01,2117.981,AFRIQUE,13437.822
     Tanzanie,2016-07-01,11010.44,AFRIQUE,24448.262000000002
     Zambie,2016-07-01,3310.708,AFRIQUE,27758.97
     Zimbabwe,2016-07-01,0.0,AFRIQUE,27758.97
     Autres pays d'Afrique,2016-07-01,131.475,AFRIQUE,27890.445
 IV. AMERIQUE,2016-07-01,229.23399999999998,AFRIQUE,28119.679
       Etats-Unis ,2016-07-01,171.381,AFRIQUE,28291.06
       Canada,2016-07-01,57.272,AFRIQUE,28348.332000000002
       Autres pays d'Amérique,2016-07-01,0.581,AFRIQUE,28348.913
  V. OCEANIE,2016-07-01,28.2,AFRIQUE,28377.113
        Australie,2016-07-01,1.5,AFRIQUE,28378.613
        Autres,2016-07-01,26.7,AFRIQUE,28405.313000000002
 VI. PAYS NON SPECIFIES,2016-07-01,0.0,AFRIQUE,28405.313000000002
TOTAL,2016-07-01,54841.128,AFRIQUE,83246.44099999999
  I. EUROPE,2016-08-01,8387.436,AFRIQUE,91633.877
   1. Union Européenne,2016-08-01,6948.639999999999,AFRIQUE,98582.51699999999
     Allemagne,2016-08-01,3705.086,AFRIQUE,102287.60299999999
     Belgique - Luxembourg,2016-08-01,791.118,AFRIQUE,103078.72099999999
     Danemark,2016-08-01,38.184,AFRIQUE,103116.90499999998
     France,2016-08-01,1209.937,AFRIQUE,104326.84199999999
     Grèce,2016-08-01,20.641,AFRIQUE,104347.483
     Irlande,2016-08-01,0.146,AFRIQUE,104347.62899999999
     Italie,2016-08-01,94.207,AFRIQUE,104441.83599999998
     Pays-Bas,2016-08-01,114.943,AFRIQUE,104556.77899999998
     Portugal,2016-08-01,0.0,AFRIQUE,104556.77899999998
     Roumanie,2016-08-01,0.0,AFRIQUE,104556.77899999998
     Autres pays de l'U.E.,2016-08-01,974.378,AFRIQUE,105531.15699999998
   2. AUTRES,2016-08-01,1438.796,AFRIQUE,106969.95299999998
     Suisse,2016-08-01,546.558,AFRIQUE,107516.51099999998
     Turquie,2016-08-01,500.616,AFRIQUE,108017.12699999998
     Royaume-Uni,2016-08-01,94.743,AFRIQUE,108111.86999999998
     Russie,2016-08-01,295.7,AFRIQUE,108407.56999999998
     Autres pays d'Europe,2016-08-01,1.1789999999999998,AFRIQUE,108408.74899999998
II. ASIE,2016-08-01,32460.122,,
     Arabie Saoudite,2016-08-01,2833.745,ASIE,2833.745
     Bangladesh,2016-08-01,0.0,ASIE,2833.745
     Corée du Nord,2016-08-01,0.0,ASIE,2833.745
     Corée du Sud,2016-08-01,58.893,ASIE,2892.638
     Emirats Arabes Unis,2016-08-01,2799.569,ASIE,5692.207
     Hong-Kong,2016-08-01,3.819,ASIE,5696.026000000001
     Iran,2016-08-01,0.0,ASIE,5696.026000000001
     Japon,2016-08-01,320.112,ASIE,6016.138000000001
     Pakistan,2016-08-01,81.151,ASIE,6097.289000000001
     Rép. Pop. de Chine,2016-08-01,17241.73,ASIE,23339.019
     Taiwan,2016-08-01,9.511,ASIE,23348.53
     Union Indienne,2016-08-01,8486.95,ASIE,31835.48
     Autres pays d'Asie,2016-08-01,624.642,ASIE,32460.122
III. AFRIQUE,2016-08-01,30266.781,,
     Afrique du Sud,2016-08-01,45.753,AFRIQUE,45.753
     Djibouti,2016-08-01,0.0,AFRIQUE,45.753
     Kenya,2016-08-01,5305.893,AFRIQUE,5351.646
     Ouganda,2016-08-01,4423.691,AFRIQUE,9775.337
     R.D.C.(1) ,2016-08-01,1002.808,AFRIQUE,10778.145
     Rwanda,2016-08-01,918.632,AFRIQUE,11696.777
     Tanzanie,2016-08-01,13258.273,AFRIQUE,24955.05
     Zambie,2016-08-01,5268.771,AFRIQUE,30223.821
     Zimbabwe,2016-08-01,0.0,AFRIQUE,30223.821
     Autres pays d'Afrique,2016-08-01,42.959999999999994,AFRIQUE,30266.781
 IV. AMERIQUE,2016-08-01,2293.0799999999995,AFRIQUE,32559.860999999997
       Etats-Unis ,2016-08-01,218.066,AFRIQUE,32777.926999999996
       Canada,2016-08-01,2062.803,AFRIQUE,34840.729999999996
       Autres pays d'Amérique,2016-08-01,12.211,AFRIQUE,34852.941
  V. OCEANIE,2016-08-01,1.899,AFRIQUE,34854.84
        Australie,2016-08-01,0.199,AFRIQUE,34855.039
        Autres,2016-08-01,1.7,AFRIQUE,34856.738999999994
 VI. PAYS NON SPECIFIES,2016-08-01,0.0,AFRIQUE,34856.738999999994
TOTAL,2016-08-01,73409.318,AFRIQUE,108266.057
  I. EUROPE,2016-09-01,12271.596,AFRIQUE,120537.653
   1. Union Européenne,2016-09-01,3515.9960000000005,AFRIQUE,124053.649
     Allemagne,2016-09-01,1733.376,AFRIQUE,125787.02500000001
     Belgique - Luxembourg,2016-09-01,488.799,AFRIQUE,126275.82400000001
     Danemark,2016-09-01,178.677,AFRIQUE,126454.501
     Espagne,2016-09-01,34.38,AFRIQUE,126488.88100000001
     France,2016-09-01,247.77,AFRIQUE,126736.65100000001
     Grèce,2016-09-01,17.94,AFRIQUE,126754.59100000001
     Irlande,2016-09-01,0.117,AFRIQUE,126754.70800000001
     Italie,2016-09-01,235.604,AFRIQUE,126990.31200000002
     Pays-Bas,2016-09-01,162.893,AFRIQUE,127153.20500000002
     Portugal,2016-09-01,0.0,AFRIQUE,127153.20500000002
     Roumanie,2016-09-01,0.0,AFRIQUE,127153.20500000002
     Autres pays de l'U.E.,2016-09-01,416.44,AFRIQUE,127569.64500000002
   2. AUTRES,2016-09-01,8755.599999999999,AFRIQUE,136325.24500000002
     Suisse,2016-09-01,484.281,AFRIQUE,136809.526
     Turquie,2016-09-01,435.59,AFRIQUE,137245.116
     Royaume-Uni,2016-09-01,5808.483,AFRIQUE,143053.59900000002
     Russie,2016-09-01,2010.0,AFRIQUE,145063.59900000002
     Autres pays d'Europe,2016-09-01,17.246000000000002,AFRIQUE,145080.84500000003
II. ASIE,2016-09-01,24664.990999999998,,
     Arabie Saoudite,2016-09-01,3959.968,ASIE,3959.968
     Bangladesh,2016-09-01,30.86,ASIE,3990.828
     Corée du Nord,2016-09-01,0.0,ASIE,3990.828
     Corée du Sud,2016-09-01,52.418,ASIE,4043.246
     Emirats Arabes Unis,2016-09-01,3805.334,ASIE,7848.58
     Hong-Kong,2016-09-01,19.543,ASIE,7868.123
     Iran,2016-09-01,0.0,ASIE,7868.123
     Japon,2016-09-01,298.825,ASIE,8166.947999999999
     Pakistan,2016-09-01,74.044,ASIE,8240.992
     Rép. Pop. de Chine,2016-09-01,7966.882,ASIE,16207.874
     Taiwan,2016-09-01,0.0,ASIE,16207.874
     Union Indienne,2016-09-01,7803.739,ASIE,24011.612999999998
     Autres pays d'Asie,2016-09-01,653.3779999999999,ASIE,24664.990999999998
III. AFRIQUE,2016-09-01,30417.164999999997,,
     Afrique du Sud,2016-09-01,21.146,AFRIQUE,21.146
     Djibouti,2016-09-01,0.0,AFRIQUE,21.146
     Kenya,2016-09-01,3297.213,AFRIQUE,3318.3590000000004
     Ouganda,2016-09-01,6165.768,AFRIQUE,9484.127
     R.D.C.(1) ,2016-09-01,432.61,AFRIQUE,9916.737000000001
     Rwanda,2016-09-01,1936.461,AFRIQUE,11853.198
     Tanzanie,2016-09-01,10969.398,AFRIQUE,22822.595999999998
     Zambie,2016-09-01,6370.662,AFRIQUE,29193.257999999998
     Zimbabwe,2016-09-01,0.0,AFRIQUE,29193.257999999998
     Autres pays d'Afrique,2016-09-01,1223.907,AFRIQUE,30417.164999999997
 IV. AMERIQUE,2016-09-01,3677.099,AFRIQUE,34094.263999999996
       Etats-Unis ,2016-09-01,3235.141,AFRIQUE,37329.405
       Canada,2016-09-01,121.505,AFRIQUE,37450.909999999996
       Autres pays d'Amérique,2016-09-01,320.453,AFRIQUE,37771.363
  V. OCEANIE,2016-09-01,0.5,AFRIQUE,37771.863
        Australie,2016-09-01,0.5,AFRIQUE,37772.363
        Autres,2016-09-01,0.0,AFRIQUE,37772.363
 VI. PAYS NON SPECIFIES,2016-09-01,0.0,AFRIQUE,37772.363
TOTAL,2016-09-01,71031.351,AFRIQUE,108803.71399999999
  I. EUROPE,2016-10-01,7102.058999999999,AFRIQUE,115905.77299999999
   1. Union Européenne,2016-10-01,2501.218,AFRIQUE,118406.99099999998
     Allemagne,2016-10-01,152.559,AFRIQUE,118559.54999999997
     Belgique - Luxembourg,2016-10-01,932.153,AFRIQUE,119491.70299999998
     Danemark,2016-10-01,88.981,AFRIQUE,119580.68399999998
     Espagne,2016-10-01,9.496,AFRIQUE,119590.17999999998
     France,2016-10-01,912.097,AFRIQUE,120502.27699999997
     Grèce,2016-10-01,0.0,AFRIQUE,120502.27699999997
     Irlande,2016-10-01,0.0,AFRIQUE,120502.27699999997
     Italie,2016-10-01,198.332,AFRIQUE,120700.60899999997
     Pays-Bas,2016-10-01,168.022,AFRIQUE,120868.63099999996
     Portugal,2016-10-01,0.0,AFRIQUE,120868.63099999996
     Roumanie,2016-10-01,0.295,AFRIQUE,120868.92599999996
     Autres pays de l'U.E.,2016-10-01,39.283,AFRIQUE,120908.20899999996
   2. AUTRES,2016-10-01,4600.840999999999,AFRIQUE,125509.04999999996
     Suisse,2016-10-01,64.534,AFRIQUE,125573.58399999996
     Turquie,2016-10-01,396.825,AFRIQUE,125970.40899999996
     Royaume-Uni,2016-10-01,968.835,AFRIQUE,126939.24399999996
     Russie,2016-10-01,3170.625,AFRIQUE,130109.86899999996
     Autres pays d'Europe,2016-10-01,0.022,AFRIQUE,130109.89099999996
II. ASIE,2016-10-01,19623.514000000003,,
     Arabie Saoudite,2016-10-01,2950.31,ASIE,2950.31
     Bangladesh,2016-10-01,0.152,ASIE,2950.462
     Corée du Nord,2016-10-01,0.0,ASIE,2950.462
     Corée du Sud,2016-10-01,39.77,ASIE,2990.232
     Emirats Arabes Unis,2016-10-01,3206.052,ASIE,6196.284
     Hong-Kong,2016-10-01,11.103,ASIE,6207.387
     Iran,2016-10-01,0.1,ASIE,6207.487
     Japon,2016-10-01,282.025,ASIE,6489.512
     Pakistan,2016-10-01,629.834,ASIE,7119.346
     Rép. Pop. de Chine,2016-10-01,4019.35,ASIE,11138.696
     Taiwan,2016-10-01,0.0,ASIE,11138.696
     Union Indienne,2016-10-01,7090.437,ASIE,18229.133
     Autres pays d'Asie,2016-10-01,1394.381,ASIE,19623.514000000003
III. AFRIQUE,2016-10-01,27933.629,,
     Afrique du Sud,2016-10-01,36.598,AFRIQUE,36.598
     Djibouti,2016-10-01,5.66,AFRIQUE,42.257999999999996
     Kenya,2016-10-01,2854.783,AFRIQUE,2897.0409999999997
     Ouganda,2016-10-01,5068.372,AFRIQUE,7965.4130000000005
     R.D.C.(1) ,2016-10-01,175.516,AFRIQUE,8140.929
     Rwanda,2016-10-01,1432.571,AFRIQUE,9573.5
     Tanzanie,2016-10-01,10617.829,AFRIQUE,20191.328999999998
     Zambie,2016-10-01,6368.243,AFRIQUE,26559.572
     Zimbabwe,2016-10-01,0.0,AFRIQUE,26559.572
     Autres pays d'Afrique,2016-10-01,1374.057,AFRIQUE,27933.629
 IV. AMERIQUE,2016-10-01,702.548,AFRIQUE,28636.177
       Etats-Unis ,2016-10-01,651.06,AFRIQUE,29287.237
       Canada,2016-10-01,42.128,AFRIQUE,29329.365
       Autres pays d'Amérique,2016-10-01,9.36,AFRIQUE,29338.725000000002
  V. OCEANIE,2016-10-01,30.725,AFRIQUE,29369.45
        Australie,2016-10-01,30.725,AFRIQUE,29400.175
        Autres,2016-10-01,0.0,AFRIQUE,29400.175
 VI. PAYS NON SPECIFIES,2016-10-01,0.0,AFRIQUE,29400.175
TOTAL,2016-10-01,55392.475000000006,AFRIQUE,84792.65000000001
  I. EUROPE,2016-11-01,5791.602000000001,AFRIQUE,90584.25200000001
   1. Union Européenne,2016-11-01,3603.0510000000004,AFRIQUE,94187.30300000001
     Allemagne,2016-11-01,230.303,AFRIQUE,94417.60600000001
     Belgique - Luxembourg,2016-11-01,1764.654,AFRIQUE,96182.26000000001
     Danemark,2016-11-01,258.002,AFRIQUE,96440.262
     Espagne,2016-11-01,0.29,AFRIQUE,96440.552
     France,2016-11-01,771.601,AFRIQUE,97212.15299999999
     Grèce,2016-11-01,0.0,AFRIQUE,97212.15299999999
     Irlande,2016-11-01,0.021,AFRIQUE,97212.17399999998
     Italie,2016-11-01,434.623,AFRIQUE,97646.79699999999
     Pays-Bas,2016-11-01,140.844,AFRIQUE,97787.64099999999
     Portugal,2016-11-01,0.0,AFRIQUE,97787.64099999999
     Roumanie,2016-11-01,1.686,AFRIQUE,97789.32699999999
     Autres pays de l'U.E.,2016-11-01,1.0270000000000001,AFRIQUE,97790.35399999999
   2. AUTRES,2016-11-01,2188.551,AFRIQUE,99978.905
     Suisse,2016-11-01,1.549,AFRIQUE,99980.454
     Turquie,2016-11-01,794.849,AFRIQUE,100775.303
     Royaume-Uni,2016-11-01,1391.383,AFRIQUE,102166.686
     Russie,2016-11-01,0.0,AFRIQUE,102166.686
     Autres pays d'Europe,2016-11-01,0.77,AFRIQUE,102167.456
II. ASIE,2016-11-01,17796.241,,
     Arabie Saoudite,2016-11-01,2751.968,ASIE,2751.968
     Bangladesh,2016-11-01,0.0,ASIE,2751.968
     Corée du Nord,2016-11-01,0.0,ASIE,2751.968
     Corée du Sud,2016-11-01,154.467,ASIE,2906.435
     Emirats Arabes Unis,2016-11-01,3327.522,ASIE,6233.957
     Hong-Kong,2016-11-01,90.874,ASIE,6324.831
     Iran,2016-11-01,0.0,ASIE,6324.831
     Japon,2016-11-01,423.397,ASIE,6748.228
     Pakistan,2016-11-01,0.114,ASIE,6748.342
     Rép. Pop. de Chine,2016-11-01,3181.542,ASIE,9929.884
     Taiwan,2016-11-01,0.0,ASIE,9929.884
     Union Indienne,2016-11-01,7561.929,ASIE,17491.813000000002
     Autres pays d'Asie,2016-11-01,304.428,ASIE,17796.241
III. AFRIQUE,2016-11-01,26006.509000000002,,
     Afrique du Sud,2016-11-01,25.828,AFRIQUE,25.828
     Djibouti,2016-11-01,0.0,AFRIQUE,25.828
     Kenya,2016-11-01,3597.387,AFRIQUE,3623.215
     Ouganda,2016-11-01,3791.782,AFRIQUE,7414.997
     R.D.C.(1) ,2016-11-01,182.559,AFRIQUE,7597.5560000000005
     Rwanda,2016-11-01,897.981,AFRIQUE,8495.537
     Tanzanie,2016-11-01,11784.645,AFRIQUE,20280.182
     Zambie,2016-11-01,5019.702,AFRIQUE,25299.884000000002
     Zimbabwe,2016-11-01,17.73,AFRIQUE,25317.614
     Autres pays d'Afrique,2016-11-01,688.8950000000001,AFRIQUE,26006.509000000002
 IV. AMERIQUE,2016-11-01,600.497,AFRIQUE,26607.006
       Etats-Unis ,2016-11-01,510.569,AFRIQUE,27117.575
       Canada,2016-11-01,82.336,AFRIQUE,27199.911
       Autres pays d'Amérique,2016-11-01,7.592,AFRIQUE,27207.503
  V. OCEANIE,2016-11-01,0.0,AFRIQUE,27207.503
        Australie,2016-11-01,0.0,AFRIQUE,27207.503
        Autres,2016-11-01,0.0,AFRIQUE,27207.503
 VI. PAYS NON SPECIFIES,2016-11-01,0.02,AFRIQUE,27207.523
TOTAL,2016-11-01,50194.869,AFRIQUE,77402.39199999999
  I. EUROPE,2016-12-01,14528.921999999999,AFRIQUE,91931.31399999998
   1. Union Européenne,2016-12-01,1595.634,AFRIQUE,93526.94799999999
     Allemagne,2016-12-01,135.632,AFRIQUE,93662.57999999999
     Belgique - Luxembourg,2016-12-01,305.894,AFRIQUE,93968.47399999999
     Danemark,2016-12-01,6.978,AFRIQUE,93975.45199999999
     Espagne,2016-12-01,13.834,AFRIQUE,93989.286
     France,2016-12-01,676.908,AFRIQUE,94666.19399999999
     Grèce,2016-12-01,0.0,AFRIQUE,94666.19399999999
     Irlande,2016-12-01,0.23,AFRIQUE,94666.42399999998
     Italie,2016-12-01,270.15,AFRIQUE,94936.57399999998
     Pays-Bas,2016-12-01,161.626,AFRIQUE,95098.19999999998
     Portugal,2016-12-01,23.29,AFRIQUE,95121.48999999998
     Roumanie,2016-12-01,0.174,AFRIQUE,95121.66399999998
     Autres pays de l'U.E.,2016-12-01,0.918,AFRIQUE,95122.58199999998
   2. AUTRES,2016-12-01,12933.287999999999,AFRIQUE,108055.86999999998
     Suisse,2016-12-01,0.502,AFRIQUE,108056.37199999997
     Turquie,2016-12-01,393.023,AFRIQUE,108449.39499999997
     Royaume-Uni,2016-12-01,9258.728,AFRIQUE,117708.12299999998
     Russie,2016-12-01,3281.0,AFRIQUE,120989.12299999998
     Autres pays d'Europe,2016-12-01,0.035,AFRIQUE,120989.15799999998
II. ASIE,2016-12-01,20361.333000000002,,
     Arabie Saoudite,2016-12-01,3684.751,ASIE,3684.751
     Bangladesh,2016-12-01,0.0,ASIE,3684.751
     Corée du Nord,2016-12-01,0.0,ASIE,3684.751
     Corée du Sud,2016-12-01,1.15,ASIE,3685.9010000000003
     Emirats Arabes Unis,2016-12-01,3663.623,ASIE,7349.524
     Hong-Kong,2016-12-01,88.663,ASIE,7438.187
     Iran,2016-12-01,0.0,ASIE,7438.187
     Japon,2016-12-01,445.216,ASIE,7883.403
     Pakistan,2016-12-01,110.0,ASIE,7993.403
     Rép. Pop. de Chine,2016-12-01,3736.284,ASIE,11729.687
     Taiwan,2016-12-01,0.0,ASIE,11729.687
     Union Indienne,2016-12-01,8249.961,ASIE,19979.648
     Autres pays d'Asie,2016-12-01,381.685,ASIE,20361.333000000002
III. AFRIQUE,2016-12-01,26603.092999999997,,
     Afrique du Sud,2016-12-01,47.071,AFRIQUE,47.071
     Djibouti,2016-12-01,0.0,AFRIQUE,47.071
     Kenya,2016-12-01,2934.848,AFRIQUE,2981.919
     Ouganda,2016-12-01,3396.873,AFRIQUE,6378.7919999999995
     R.D.C.(1) ,2016-12-01,93.927,AFRIQUE,6472.718999999999
     Rwanda,2016-12-01,993.483,AFRIQUE,7466.201999999999
     Tanzanie,2016-12-01,12672.079,AFRIQUE,20138.281
     Zambie,2016-12-01,6066.755,AFRIQUE,26205.036
