     Pays de destination,Date,Value
     R.D.C. (1),2008-02-01,0.0
     Rwanda,2008-02-01,225.50000000000003
     Tanzanie,2008-02-01,796.3000000000001
     Zambie,2008-02-01,732.9
     Zimbabwe,2008-02-01,0.0
     Autres pays d'Afrique,2008-02-01,1781.6000000000001
 IV. AMERIQUE,2008-02-01,721.0999999999999
     Etats-Unis ,2008-02-01,297.09999999999997
     Canada,2008-02-01,365.19999999999993
     Autres pays d'Amérique,2008-02-01,58.8
  V. OCEANIE,2008-02-01,0.0
     Australie,2008-02-01,0.0
     Autres pays de l'Océanie,2008-02-01,0.0
 VI. PAYS NON SPECIFIES,2008-02-01,-61.5
TOTAL,2008-02-01,29873.6
  I. EUROPE,2008-03-01,11083.74999999999
   1. Union Européenne,2008-03-01,10159.769999999991
     Allemagne,2008-03-01,161.29999999999995
     Belgique - Luxembourg,2008-03-01,4326.46999999999
     Danemark,2008-03-01,2024.9
     Espagne,2008-03-01,2567.7
     France,2008-03-01,469.7000000000003
     Grèce,2008-03-01,0.0
     Irlande,2008-03-01,0.0
     Italie,2008-03-01,261.9000000000001
     Pays-Bas,2008-03-01,263.4000000000001
     Portugal,2008-03-01,0.0
     Roumanie,2008-03-01,0.0
     Autres pays de l'U.E.,2008-03-01,84.4
   2. AUTRES,2008-03-01,923.9799999999998
     Suisse,2008-03-01,87.07999999999998
    Turquie,2008-03-01,0.0
     Royaume-Uni,2008-03-01,826.8999999999999
     Russie,2008-03-01,0.0
     Autres pays d'Europe,2008-03-01,10.000000000000002
II. ASIE,2008-03-01,14530.300000000003
     Arabie Saoudite,2008-03-01,7944.0
     Bangladesh,2008-03-01,94.20000000000002
     Corée du Nord,2008-03-01,0.0
     Corée du Sud,2008-03-01,114.4
     Emirats Arabes Unis,2008-03-01,0.0
     Hong-Kong,2008-03-01,0.0
     Iran,2008-03-01,0.0
     Japon,2008-03-01,1379.6999999999998
     Pakistan,2008-03-01,34.70000000000002
     Rép. Pop. de Chine,2008-03-01,2259.7999999999997
     Taiwan,2008-03-01,0.0
     Union Indienne,2008-03-01,1560.2999999999997
     Autres pays d'Asie,2008-03-01,1143.1999999999998
III. AFRIQUE,2008-03-01,9817.499999999996
     Afrique du Sud,2008-03-01,660.4000000000001
     Djibouti,2008-03-01,0.0
     Kenya,2008-03-01,2615.7000000000003
     Ouganda,2008-03-01,3148.3999999999996
     R.D.C. (1),2008-03-01,33.0
     Rwanda,2008-03-01,197.19999999999993
     Tanzanie,2008-03-01,1264.6999999999998
     Zambie,2008-03-01,483.5
     Zimbabwe,2008-03-01,0.0
     Autres pays d'Afrique,2008-03-01,1414.6
 IV. AMERIQUE,2008-03-01,652.8999999999999
     Etats-Unis ,2008-03-01,288.4000000000001
     Canada,2008-03-01,326.9000000000001
     Autres pays d'Amérique,2008-03-01,37.599999999999994
  V. OCEANIE,2008-03-01,-0.25
     Australie,2008-03-01,0.0
     Autres pays de l'Océanie,2008-03-01,-0.25
 VI. PAYS NON SPECIFIES,2008-03-01,-97.39999999999418
TOTAL,2008-03-01,35986.799999999996
  I. EUROPE,2008-04-01,28348.750000000015
   1. Union Européenne,2008-04-01,27755.750000000015
     Allemagne,2008-04-01,17646.7
     Belgique - Luxembourg,2008-04-01,8044.55000000001
     Danemark,2008-04-01,168.19999999999982
     Espagne,2008-04-01,5.300000000000182
     France,2008-04-01,892.0
     Grèce,2008-04-01,0.0
     Irlande,2008-04-01,119.8
     Italie,2008-04-01,381.39999999999986
     Pays-Bas,2008-04-01,235.39999999999986
     Portugal,2008-04-01,0.0
     Roumanie,2008-04-01,0.0
     Autres pays de l'U.E.,2008-04-01,262.4
   2. AUTRES,2008-04-01,593.0000000000001
     Suisse,2008-04-01,106.0
    Turquie,2008-04-01,0.0
     Royaume-Uni,2008-04-01,306.9000000000001
     Russie,2008-04-01,0.0
     Autres pays d'Europe,2008-04-01,180.1
II. ASIE,2008-04-01,15885.499999999993
     Arabie Saoudite,2008-04-01,5994.899999999998
     Bangladesh,2008-04-01,0.0
     Corée du Nord,2008-04-01,0.0
     Corée du Sud,2008-04-01,0.19999999999998863
     Emirats Arabes Unis,2008-04-01,0.0
     Hong-Kong,2008-04-01,13.799999999999999
     Iran,2008-04-01,0.0
     Japon,2008-04-01,2036.1000000000004
     Pakistan,2008-04-01,0.0
     Rép. Pop. de Chine,2008-04-01,4563.1
     Taiwan,2008-04-01,20.1
     Union Indienne,2008-04-01,1261.4000000000005
     Autres pays d'Asie,2008-04-01,1995.9000000000005
III. AFRIQUE,2008-04-01,13005.200000000008
     Afrique du Sud,2008-04-01,719.1000000000004
     Djibouti,2008-04-01,0.0
     Kenya,2008-04-01,3049.7
     Ouganda,2008-04-01,4441.500000000001
     R.D.C. (1),2008-04-01,7.6000000000000085
     Rwanda,2008-04-01,308.70000000000005
     Tanzanie,2008-04-01,2848.9
     Zambie,2008-04-01,415.70000000000005
     Zimbabwe,2008-04-01,53.9
     Autres pays d'Afrique,2008-04-01,1160.1
 IV. AMERIQUE,2008-04-01,392.90000000000055
     Etats-Unis ,2008-04-01,41.69999999999993
     Canada,2008-04-01,137.0
     Autres pays d'Amérique,2008-04-01,214.20000000000002
  V. OCEANIE,2008-04-01,4.450000000000003
     Australie,2008-04-01,3.8
     Autres pays de l'Océanie,2008-04-01,0.6500000000000057
 VI. PAYS NON SPECIFIES,2008-04-01,-1.8999999999941792
TOTAL,2008-04-01,57635.10000000001
  I. EUROPE,2008-05-01,9440.000000000007
   1. Union Européenne,2008-05-01,9135.200000000006
     Allemagne,2008-05-01,1358.5999999999985
     Belgique - Luxembourg,2008-05-01,5304.600000000006
     Danemark,2008-05-01,212.20000000000027
     Espagne,2008-05-01,105.0
     France,2008-05-01,850.1999999999998
     Grèce,2008-05-01,1.4
     Irlande,2008-05-01,0.0
     Italie,2008-05-01,675.8999999999999
     Pays-Bas,2008-05-01,486.70000000000005
     Portugal,2008-05-01,0.0
     Roumanie,2008-05-01,4.700000000000003
     Autres pays de l'U.E.,2008-05-01,135.89999999999998
   2. AUTRES,2008-05-01,304.8000000000002
     Suisse,2008-05-01,135.60000000000002
    Turquie,2008-05-01,0.0
     Royaume-Uni,2008-05-01,168.30000000000018
     Russie,2008-05-01,0.0
     Autres pays d'Europe,2008-05-01,0.9000000000000057
II. ASIE,2008-05-01,15337.300000000003
     Arabie Saoudite,2008-05-01,9104.400000000001
     Bangladesh,2008-05-01,0.0
     Corée du Nord,2008-05-01,81.7
     Corée du Sud,2008-05-01,64.40000000000003
     Emirats Arabes Unis,2008-05-01,0.0
     Hong-Kong,2008-05-01,144.1
     Iran,2008-05-01,0.0
     Japon,2008-05-01,822.5
     Pakistan,2008-05-01,0.0
     Rép. Pop. de Chine,2008-05-01,1425.5
     Taiwan,2008-05-01,0.0
     Union Indienne,2008-05-01,1357.0999999999995
     Autres pays d'Asie,2008-05-01,2337.6000000000004
III. AFRIQUE,2008-05-01,9775.5
     Afrique du Sud,2008-05-01,742.5999999999995
     Djibouti,2008-05-01,0.0
     Kenya,2008-05-01,2303.0
     Ouganda,2008-05-01,2998.5
     R.D.C. (1),2008-05-01,115.4
     Rwanda,2008-05-01,334.70000000000005
     Tanzanie,2008-05-01,1736.3000000000002
     Zambie,2008-05-01,1253.4
     Zimbabwe,2008-05-01,0.0
     Autres pays d'Afrique,2008-05-01,291.60000000000036
 IV. AMERIQUE,2008-05-01,493.0
     Etats-Unis ,2008-05-01,147.30000000000007
     Canada,2008-05-01,345.70000000000005
     Autres pays d'Amérique,2008-05-01,0.0
  V. OCEANIE,2008-05-01,1.1999999999999957
     Australie,2008-05-01,0.0
     Autres pays de l'Océanie,2008-05-01,1.1999999999999957
 VI. PAYS NON SPECIFIES,2008-05-01,-4.600000000005821
TOTAL,2008-05-01,35042.399999999994
  I. EUROPE,2008-06-01,7831.000000000031
   1. Union Européenne,2008-06-01,7571.200000000031
     Allemagne,2008-06-01,406.0
     Belgique - Luxembourg,2008-06-01,3489.4000000000306
     Danemark,2008-06-01,66.19999999999982
     Espagne,2008-06-01,83.5
     France,2008-06-01,1458.6999999999998
     Grèce,2008-06-01,0.0
     Irlande,2008-06-01,0.0
     Italie,2008-06-01,526.2000000000003
     Pays-Bas,2008-06-01,1410.5000000000002
     Portugal,2008-06-01,0.0
     Roumanie,2008-06-01,70.0
     Autres pays de l'U.E.,2008-06-01,60.700000000000045
   2. AUTRES,2008-06-01,259.7999999999997
     Suisse,2008-06-01,117.89999999999998
    Turquie,2008-06-01,0.0
     Royaume-Uni,2008-06-01,123.29999999999973
     Russie,2008-06-01,0.0
     Autres pays d'Europe,2008-06-01,18.599999999999994
II. ASIE,2008-06-01,14276.199999999983
     Arabie Saoudite,2008-06-01,7267.5999999999985
     Bangladesh,2008-06-01,0.0
     Corée du Nord,2008-06-01,0.0
     Corée du Sud,2008-06-01,0.0
     Emirats Arabes Unis,2008-06-01,0.0
     Hong-Kong,2008-06-01,5.0
     Iran,2008-06-01,37.800000000000004
     Japon,2008-06-01,1971.2000000000007
     Pakistan,2008-06-01,0.0
     Rép. Pop. de Chine,2008-06-01,1304.1000000000004
     Taiwan,2008-06-01,0.0
     Union Indienne,2008-06-01,1647.8000000000002
     Autres pays d'Asie,2008-06-01,2042.699999999999
III. AFRIQUE,2008-06-01,10453.299999999996
     Afrique du Sud,2008-06-01,1822.5
     Djibouti,2008-06-01,0.0
     Kenya,2008-06-01,2011.1000000000004
     Ouganda,2008-06-01,3566.0
     R.D.C. (1),2008-06-01,52.099999999999994
     Rwanda,2008-06-01,289.20000000000005
     Tanzanie,2008-06-01,1112.4000000000005
     Zambie,2008-06-01,349.2999999999997
     Zimbabwe,2008-06-01,0.0
     Autres pays d'Afrique,2008-06-01,1250.6999999999998
 IV. AMERIQUE,2008-06-01,525.2000000000003
     Etats-Unis ,2008-06-01,235.0999999999999
     Canada,2008-06-01,262.60000000000014
     Autres pays d'Amérique,2008-06-01,27.5
  V. OCEANIE,2008-06-01,38.99999999999999
     Australie,2008-06-01,39.0
     Autres pays de l'Océanie,2008-06-01,0.0
 VI. PAYS NON SPECIFIES,2008-06-01,-134.5
TOTAL,2008-06-01,32990.200000000004
  I. EUROPE,2008-07-01,5830.799999999995
   1. Union Européenne,2008-07-01,5359.429999999995
     Allemagne,2008-07-01,233.40000000000146
     Belgique - Luxembourg,2008-07-01,2821.8299999999945
     Danemark,2008-07-01,144.0999999999999
     Espagne,2008-07-01,34.09999999999991
     France,2008-07-01,1479.1999999999998
     Grèce,2008-07-01,0.0
     Irlande,2008-07-01,0.0
     Italie,2008-07-01,394.5
     Pays-Bas,2008-07-01,193.79999999999973
     Portugal,2008-07-01,0.0
     Roumanie,2008-07-01,19.5
     Autres pays de l'U.E.,2008-07-01,39.0
   2. AUTRES,2008-07-01,471.3700000000001
     Suisse,2008-07-01,0.2699999999999818
    Turquie,2008-07-01,0.0
     Royaume-Uni,2008-07-01,451.9000000000001
     Russie,2008-07-01,0.0
     Autres pays d'Europe,2008-07-01,19.200000000000017
II. ASIE,2008-07-01,25147.700000000026
     Arabie Saoudite,2008-07-01,16870.0
     Bangladesh,2008-07-01,0.0
     Corée du Nord,2008-07-01,0.0
     Corée du Sud,2008-07-01,20.099999999999966
     Emirats Arabes Unis,2008-07-01,0.0
     Hong-Kong,2008-07-01,0.0
     Iran,2008-07-01,0.0
     Japon,2008-07-01,1505.5
     Pakistan,2008-07-01,0.0
     Rép. Pop. de Chine,2008-07-01,2061.1000000000004
     Taiwan,2008-07-01,0.0
     Union Indienne,2008-07-01,2708.1000000000004
     Autres pays d'Asie,2008-07-01,1982.8999999999996
III. AFRIQUE,2008-07-01,10431.599999999991
     Afrique du Sud,2008-07-01,658.0999999999995
     Djibouti,2008-07-01,0.0
     Kenya,2008-07-01,3035.199999999999
     Ouganda,2008-07-01,3055.399999999998
     R.D.C. (1),2008-07-01,83.20000000000002
     Rwanda,2008-07-01,330.5999999999999
     Tanzanie,2008-07-01,1334.8999999999996
     Zambie,2008-07-01,844.6999999999998
     Zimbabwe,2008-07-01,54.400000000000006
     Autres pays d'Afrique,2008-07-01,1035.0999999999995
 IV. AMERIQUE,2008-07-01,311.59999999999945
     Etats-Unis ,2008-07-01,100.5
     Canada,2008-07-01,211.0999999999999
     Autres pays d'Amérique,2008-07-01,0.0
  V. OCEANIE,2008-07-01,0.0
     Australie,2008-07-01,0.0
     Autres pays de l'Océanie,2008-07-01,0.0
 VI. PAYS NON SPECIFIES,2008-07-01,-67.60000000000582
TOTAL,2008-07-01,41654.100000000006
  I. EUROPE,2008-08-01,6850.300000000011
   1. Union Européenne,2008-08-01,6552.9000000000115
     Allemagne,2008-08-01,140.79999999999927
     Belgique - Luxembourg,2008-08-01,3395.7000000000116
     Danemark,2008-08-01,136.70000000000027
     Espagne,2008-08-01,111.09999999999991
     France,2008-08-01,804.6000000000004
     Grèce,2008-08-01,0.0
     Irlande,2008-08-01,0.0
     Italie,2008-08-01,1228.2000000000003
     Pays-Bas,2008-08-01,623.0999999999999
     Portugal,2008-08-01,0.0
     Roumanie,2008-08-01,10.0
     Autres pays de l'U.E.,2008-08-01,102.70000000000005
   2. AUTRES,2008-08-01,297.4
     Suisse,2008-08-01,106.70000000000005
    Turquie,2008-08-01,0.0
     Royaume-Uni,2008-08-01,132.0
     Russie,2008-08-01,2.3999999999999773
     Autres pays d'Europe,2008-08-01,56.29999999999998
II. ASIE,2008-08-01,17681.800000000003
     Arabie Saoudite,2008-08-01,6778.300000000003
     Bangladesh,2008-08-01,116.80000000000001
     Corée du Nord,2008-08-01,0.0
     Corée du Sud,2008-08-01,78.19999999999999
     Emirats Arabes Unis,2008-08-01,0.0
     Hong-Kong,2008-08-01,0.0
     Iran,2008-08-01,18.099999999999994
     Japon,2008-08-01,740.8999999999996
     Pakistan,2008-08-01,0.0
     Rép. Pop. de Chine,2008-08-01,6871.399999999998
     Taiwan,2008-08-01,0.0
     Union Indienne,2008-08-01,1216.7999999999993
     Autres pays d'Asie,2008-08-01,1861.300000000001
III. AFRIQUE,2008-08-01,10364.300000000003
     Afrique du Sud,2008-08-01,426.5
     Djibouti,2008-08-01,0.0
     Kenya,2008-08-01,3560.7999999999993
     Ouganda,2008-08-01,3463.600000000002
     R.D.C. (1),2008-08-01,0.5
     Rwanda,2008-08-01,294.1999999999998
     Tanzanie,2008-08-01,1691.199999999999
     Zambie,2008-08-01,699.2000000000007
     Zimbabwe,2008-08-01,0.0
     Autres pays d'Afrique,2008-08-01,228.30000000000018
 IV. AMERIQUE,2008-08-01,177.80000000000018
     Etats-Unis ,2008-08-01,95.79999999999995
     Canada,2008-08-01,82.0
     Autres pays d'Amérique,2008-08-01,0.0
  V. OCEANIE,2008-08-01,200.3
     Australie,2008-08-01,200.3
     Autres pays de l'Océanie,2008-08-01,0.0
 VI. PAYS NON SPECIFIES,2008-08-01,-13.900000000008731
TOTAL,2008-08-01,35260.60000000001
  I. EUROPE,2008-09-01,17642.999999999927
   1. Union Européenne,2008-09-01,17095.499999999927
     Allemagne,2008-09-01,274.5
     Belgique - Luxembourg,2008-09-01,3026.9999999999272
     Danemark,2008-09-01,995.7999999999997
     Espagne,2008-09-01,0.0
     France,2008-09-01,11250.900000000001
     Grèce,2008-09-01,1.4
     Irlande,2008-09-01,0.0
     Italie,2008-09-01,1123.7999999999993
     Pays-Bas,2008-09-01,384.10000000000036
     Portugal,2008-09-01,0.0
     Roumanie,2008-09-01,10.0
     Autres pays de l'U.E.,2008-09-01,28.0
   2. AUTRES,2008-09-01,547.5
     Suisse,2008-09-01,189.79999999999995
    Turquie,2008-09-01,0.0
     Royaume-Uni,2008-09-01,323.0
     Russie,2008-09-01,4.800000000000011
     Autres pays d'Europe,2008-09-01,29.900000000000034
II. ASIE,2008-09-01,17237.300000000047
     Arabie Saoudite,2008-09-01,7982.4000000000015
     Bangladesh,2008-09-01,0.0
     Corée du Nord,2008-09-01,0.0
     Corée du Sud,2008-09-01,68.89999999999998
     Emirats Arabes Unis,2008-09-01,0.0
     Hong-Kong,2008-09-01,35.599999999999994
     Iran,2008-09-01,0.0
     Japon,2008-09-01,1491.0
     Pakistan,2008-09-01,188.70000000000002
     Rép. Pop. de Chine,2008-09-01,3350.0
     Taiwan,2008-09-01,0.0
     Union Indienne,2008-09-01,2836.300000000001
     Autres pays d'Asie,2008-09-01,1284.3999999999996
III. AFRIQUE,2008-09-01,11333.200000000012
     Afrique du Sud,2008-09-01,311.8000000000011
     Djibouti,2008-09-01,0.0
     Kenya,2008-09-01,2836.300000000003
     Ouganda,2008-09-01,3577.5999999999985
     R.D.C. (1),2008-09-01,13.099999999999966
     Rwanda,2008-09-01,419.2000000000003
     Tanzanie,2008-09-01,2468.9000000000015
     Zambie,2008-09-01,509.0
     Zimbabwe,2008-09-01,60.0
     Autres pays d'Afrique,2008-09-01,1137.3000000000002
 IV. AMERIQUE,2008-09-01,748.6000000000004
     Etats-Unis ,2008-09-01,542.9000000000001
     Canada,2008-09-01,205.69999999999982
     Autres pays d'Amérique,2008-09-01,0.0
  V. OCEANIE,2008-09-01,45.10000000000002
     Australie,2008-09-01,1.700000000000017
     Autres pays de l'Océanie,2008-09-01,43.4
 VI. PAYS NON SPECIFIES,2008-09-01,-6.80000000000291
TOTAL,2008-09-01,47000.39999999998
  I. EUROPE,2008-10-01,9763.100000000024
   1. Union Européenne,2008-10-01,9574.500000000024
     Allemagne,2008-10-01,1060.9000000000015
     Belgique - Luxembourg,2008-10-01,4637.800000000025
     Danemark,2008-10-01,119.69999999999982
     Espagne,2008-10-01,4.199999999999818
     France,2008-10-01,2616.5999999999985
     Grèce,2008-10-01,0.0
     Irlande,2008-10-01,0.0
     Italie,2008-10-01,848.9000000000005
     Pays-Bas,2008-10-01,275.39999999999964
     Portugal,2008-10-01,0.0
     Roumanie,2008-10-01,0.0
     Autres pays de l'U.E.,2008-10-01,11.0
   2. AUTRES,2008-10-01,188.60000000000002
     Suisse,2008-10-01,43.100000000000136
    Turquie,2008-10-01,0.0
     Royaume-Uni,2008-10-01,135.5999999999999
     Russie,2008-10-01,0.0
     Autres pays d'Europe,2008-10-01,9.899999999999977
II. ASIE,2008-10-01,27304.99999999997
     Arabie Saoudite,2008-10-01,17241.199999999997
     Bangladesh,2008-10-01,0.0
     Corée du Nord,2008-10-01,0.0
     Corée du Sud,2008-10-01,84.90000000000009
     Emirats Arabes Unis,2008-10-01,0.0
     Hong-Kong,2008-10-01,0.0
     Iran,2008-10-01,47.500000000000014
     Japon,2008-10-01,2665.7999999999993
     Pakistan,2008-10-01,0.0
     Rép. Pop. de Chine,2008-10-01,2007.2000000000007
     Taiwan,2008-10-01,0.5999999999999979
     Union Indienne,2008-10-01,1452.199999999999
     Autres pays d'Asie,2008-10-01,3805.5999999999985
III. AFRIQUE,2008-10-01,13458.0
     Afrique du Sud,2008-10-01,1275.1000000000004
     Djibouti,2008-10-01,0.0
     Kenya,2008-10-01,2441.5
     Ouganda,2008-10-01,4105.700000000001
     R.D.C. (1),2008-10-01,7.5
     Rwanda,2008-10-01,741.5999999999999
     Tanzanie,2008-10-01,2818.2999999999993
     Zambie,2008-10-01,1613.6999999999998
     Zimbabwe,2008-10-01,5.5
     Autres pays d'Afrique,2008-10-01,449.10000000000036
 IV. AMERIQUE,2008-10-01,670.6999999999998
     Etats-Unis ,2008-10-01,314.1999999999998
     Canada,2008-10-01,264.7000000000003
     Autres pays d'Amérique,2008-10-01,91.80000000000001
  V. OCEANIE,2008-10-01,47.19999999999993
     Australie,2008-10-01,42.099999999999966
     Autres pays de l'Océanie,2008-10-01,5.1000000000000085
 VI. PAYS NON SPECIFIES,2008-10-01,-29.899999999986903
TOTAL,2008-10-01,51214.1
  I. EUROPE,2008-11-01,7545.1000000000495
   1. Union Européenne,2008-11-01,6657.500000000049
     Allemagne,2008-11-01,911.5
     Belgique - Luxembourg,2008-11-01,3440.80000000005
     Danemark,2008-11-01,41.80000000000018
     Espagne,2008-11-01,27.800000000000182
     France,2008-11-01,1542.5999999999985
     Grèce,2008-11-01,123.10000000000001
     Irlande,2008-11-01,0.0
     Italie,2008-11-01,126.0
     Pays-Bas,2008-11-01,411.6999999999998
     Portugal,2008-11-01,0.0
     Roumanie,2008-11-01,0.0
     Autres pays de l'U.E.,2008-11-01,32.19999999999993
   2. AUTRES,2008-11-01,887.6000000000004
     Suisse,2008-11-01,141.0
    Turquie,2008-11-01,0.0
     Royaume-Uni,2008-11-01,746.6000000000004
     Russie,2008-11-01,0.0
     Autres pays d'Europe,2008-11-01,0.0
II. ASIE,2008-11-01,13714.49999999997
     Arabie Saoudite,2008-11-01,5000.899999999994
     Bangladesh,2008-11-01,0.0
     Corée du Nord,2008-11-01,0.0
     Corée du Sud,2008-11-01,102.09999999999991
     Emirats Arabes Unis,2008-11-01,0.0
     Hong-Kong,2008-11-01,0.0
     Iran,2008-11-01,662.5
     Japon,2008-11-01,2392.199999999999
     Pakistan,2008-11-01,0.0
     Rép. Pop. de Chine,2008-11-01,1356.1000000000022
     Taiwan,2008-11-01,0.0
     Union Indienne,2008-11-01,2399.8999999999996
     Autres pays d'Asie,2008-11-01,1800.800000000003
III. AFRIQUE,2008-11-01,9922.899999999994
     Afrique du Sud,2008-11-01,1507.199999999999
     Djibouti,2008-11-01,0.0
     Kenya,2008-11-01,2213.2999999999993
     Ouganda,2008-11-01,4289.699999999997
     R.D.C. (1),2008-11-01,0.0
     Rwanda,2008-11-01,204.5999999999999
     Tanzanie,2008-11-01,1187.4000000000015
     Zambie,2008-11-01,136.69999999999982
     Zimbabwe,2008-11-01,0.0
     Autres pays d'Afrique,2008-11-01,384.0
 IV. AMERIQUE,2008-11-01,444.3999999999987
     Etats-Unis ,2008-11-01,316.4000000000001
     Canada,2008-11-01,124.89999999999964
     Autres pays d'Amérique,2008-11-01,3.1000000000000227
  V. OCEANIE,2008-11-01,25.900000000000034
     Australie,2008-11-01,0.0
     Autres pays de l'Océanie,2008-11-01,25.89999999999999
 VI. PAYS NON SPECIFIES,2008-11-01,-35.799999999995634
TOTAL,2008-11-01,31617.00000000002
  I. EUROPE,2008-12-01,14037.099999999982
   1. Union Européenne,2008-12-01,13632.099999999982
     Allemagne,2008-12-01,740.0999999999985
     Belgique - Luxembourg,2008-12-01,8975.099999999984
     Danemark,2008-12-01,199.60000000000036
     Espagne,2008-12-01,117.90000000000009
     France,2008-12-01,2160.0
     Grèce,2008-12-01,0.0
     Irlande,2008-12-01,0.0
     Italie,2008-12-01,716.8000000000002
     Pays-Bas,2008-12-01,626.6000000000004
     Portugal,2008-12-01,0.0
     Roumanie,2008-12-01,0.0
     Autres pays de l'U.E.,2008-12-01,96.0
   2. AUTRES,2008-12-01,405.0
     Suisse,2008-12-01,142.0
    Turquie,2008-12-01,0.0
     Royaume-Uni,2008-12-01,250.0
     Russie,2008-12-01,7.5
     Autres pays d'Europe,2008-12-01,5.5
II. ASIE,2008-12-01,13327.50000000003
     Arabie Saoudite,2008-12-01,5169.700000000012
     Bangladesh,2008-12-01,0.0
     Corée du Nord,2008-12-01,0.0
     Corée du Sud,2008-12-01,65.20000000000005
     Emirats Arabes Unis,2008-12-01,0.0
     Hong-Kong,2008-12-01,672.0
     Iran,2008-12-01,788.4000000000001
     Japon,2008-12-01,1861.4000000000015
     Pakistan,2008-12-01,0.0
     Rép. Pop. de Chine,2008-12-01,1551.0
     Taiwan,2008-12-01,0.0
     Union Indienne,2008-12-01,1464.4000000000015
     Autres pays d'Asie,2008-12-01,1755.3999999999978
III. AFRIQUE,2008-12-01,18224.5
     Afrique du Sud,2008-12-01,558.8999999999996
     Djibouti,2008-12-01,0.0
     Kenya,2008-12-01,8223.2
     Ouganda,2008-12-01,4130.100000000006
     R.D.C. (1),2008-12-01,15.100000000000023
     Rwanda,2008-12-01,244.5999999999999
     Tanzanie,2008-12-01,2052.7999999999993
     Zambie,2008-12-01,685.3999999999996
     Zimbabwe,2008-12-01,0.0
     Autres pays d'Afrique,2008-12-01,2314.3999999999996
 IV. AMERIQUE,2008-12-01,450.0000000000009
     Etats-Unis ,2008-12-01,234.5999999999999
     Canada,2008-12-01,211.20000000000027
     Autres pays d'Amérique,2008-12-01,4.199999999999932
  V. OCEANIE,2008-12-01,0.0
     Australie,2008-12-01,0.0
     Autres pays de l'Océanie,2008-12-01,0.0
 VI. PAYS NON SPECIFIES,2008-12-01,-3.8999999999941792
TOTAL,2008-12-01,46035.20000000002
  I. EUROPE,2009-01-01,15750.200000000003
   1. Union Européenne,2009-01-01,15472.100000000002
     Allemagne,2009-01-01,598.5
     Belgique - Luxembourg,2009-01-01,4623.6
     Danemark,2009-01-01,76.4
     Espagne,2009-01-01,307.5
     France,2009-01-01,4630.2
     Grèce,2009-01-01,0
     Irlande,2009-01-01,0
     Italie,2009-01-01,599.1
     Pays-Bas,2009-01-01,568.2
     Portugal,2009-01-01,0
     Roumanie,2009-01-01,0
     Autres pays de l'U.E.,2009-01-01,4068.6
   2. AUTRES,2009-01-01,278.1
     Suisse,2009-01-01,76.5
    Turquie,2009-01-01,0
     Royaume-Uni,2009-01-01,177.3
     Russie,2009-01-01,2.6
     Autres pays d'Europe,2009-01-01,21.7
II. ASIE,2009-01-01,17020.2
     Arabie Saoudite,2009-01-01,5546.5
     Bangladesh,2009-01-01,0
     Corée du Nord,2009-01-01,0
     Corée du Sud,2009-01-01,141.4
     Emirats Arabes Unis,2009-01-01,0
     Hong-Kong,2009-01-01,115.3
     Iran,2009-01-01,57.6
     Japon,2009-01-01,1855.9
     Pakistan,2009-01-01,-
     Rép. Pop. de Chine,2009-01-01,3618.1
     Taiwan,2009-01-01,-
     Union Indienne,2009-01-01,2295.1
     Autres pays d'Asie,2009-01-01,3390.3
III. AFRIQUE,2009-01-01,11022.599999999999
     Afrique du Sud,2009-01-01,197.7
     Djibouti,2009-01-01,0
     Kenya,2009-01-01,3344.2
     Ouganda,2009-01-01,4083
     R.D.C. (1),2009-01-01,59.1
     Rwanda,2009-01-01,261.5
     Tanzanie,2009-01-01,1711.9
     Zambie,2009-01-01,716.5
     Zimbabwe,2009-01-01,30.9
     Autres pays d'Afrique,2009-01-01,617.8
 IV. AMERIQUE,2009-01-01,533.2
     Etats-Unis ,2009-01-01,84
     Canada,2009-01-01,292.2
     Autres pays d'Amérique,2009-01-01,157
  V. OCEANIE,2009-01-01,10.7
     Australie,2009-01-01,0
     Autres pays de l'Océanie,2009-01-01,10.7
 VI. PAYS NON SPECIFIES,2009-01-01,-40.1999999999971
TOTAL,2009-01-01,44296.7
  I. EUROPE,2009-02-01,13848.399999999998
   1. Union Européenne,2009-02-01,12818.999999999998
     Allemagne,2009-02-01,964.4000000000001
     Belgique - Luxembourg,2009-02-01,4960.9
     Danemark,2009-02-01,689.4
     Espagne,2009-02-01,-307.5
     France,2009-02-01,4777.900000000001
     Grèce,2009-02-01,0.0
     Irlande,2009-02-01,0.0
     Italie,2009-02-01,547.8000000000001
     Pays-Bas,2009-02-01,961.0
     Portugal,2009-02-01,0.0
     Roumanie,2009-02-01,0.0
     Autres pays de l'U.E.,2009-02-01,225.0999999999999
   2. AUTRES,2009-02-01,1029.3999999999999
     Suisse,2009-02-01,99.19999999999999
    Turquie,2009-02-01,0.0
     Royaume-Uni,2009-02-01,131.5
     Russie,2009-02-01,0.0
     Autres pays d'Europe,2009-02-01,798.6999999999999
II. ASIE,2009-02-01,24680.100000000002
     Arabie Saoudite,2009-02-01,8925.8
     Bangladesh,2009-02-01,0.0
     Corée du Nord,2009-02-01,0.6
     Corée du Sud,2009-02-01,0.0
     Emirats Arabes Unis,2009-02-01,0.0
     Hong-Kong,2009-02-01,2732.8999999999996
     Iran,2009-02-01,2218.8
     Japon,2009-02-01,1164.9
     Pakistan,2009-02-01,479.3
