     Pays de destination,Date,Value
  V. OCEANIE,2019-06-01,73.20594700000001
     Australie,2019-06-01,72.549968
     Autres pays de l'Océanie,2019-06-01,0.655979
 VI. PAYS NON SPECIFIES,2019-06-01,38.529175
TOTAL,2019-06-01,129769.9087572927
  I. EUROPE,2019-07-01,31142.927034
   1. Union Européenne,2019-07-01,26147.263684
     Allemagne,2019-07-01,7485.710829
     Belgique - Luxembourg,2019-07-01,8965.287867
     Danemark,2019-07-01,5247.833926
     Espagne,2019-07-01,574.565996
     France,2019-07-01,3032.211865
     Grèce,2019-07-01,48.279146
     Irlande,2019-07-01,0.0
     Italie,2019-07-01,653.030049
     Pays-Bas,2019-07-01,80.380157
     Portugal,2019-07-01,0.0
     Roumanie,2019-07-01,0.0
     Autres pays de l'U.E.,2019-07-01,59.963848999999996
   2. AUTRES,2019-07-01,4995.66335
     Suisse,2019-07-01,178.777892
    Turquie,2019-07-01,1254.325033
     Royaume-Uni,2019-07-01,3206.122611
     Russie,2019-07-01,197.31039
     Autres pays d'Europe,2019-07-01,159.127424
II. ASIE,2019-07-01,103101.29742
     Arabie Saoudite,2019-07-01,30124.55467
     Bangladesh,2019-07-01,2.157438
     Corée du Nord,2019-07-01,6.413802
     Corée du Sud,2019-07-01,155.82236
     Emirats Arabes Unis,2019-07-01,9678.74998
     Hong-Kong,2019-07-01,1632.782296
     Iran,2019-07-01,0.0
     Japon,2019-07-01,3253.087964
     Pakistan,2019-07-01,1931.923846
     Rép. Pop. de Chine,2019-07-01,40635.114687
     Taiwan,2019-07-01,24.32219
     Union Indienne,2019-07-01,13323.799948
     Autres pays d'Asie,2019-07-01,2332.5682390000006
III. AFRIQUE,2019-07-01,48694.21328270732
     Afrique du Sud,2019-07-01,3138.108553
     Djibouti,2019-07-01,1.993133
     Kenya,2019-07-01,5824.880329
     Ouganda,2019-07-01,6168.282875
     R.D.C. (1),2019-07-01,170.939616
     Rwanda,2019-07-01,1842.817984
     Tanzanie,2019-07-01,16698.699633707318
     Zambie,2019-07-01,11290.875479
     Zimbabwe,2019-07-01,0.0
     Autres pays d'Afrique,2019-07-01,3557.61568
 IV. AMERIQUE,2019-07-01,4462.553502000001
     Etats-Unis ,2019-07-01,3893.002703
     Canada,2019-07-01,231.166129
     Autres pays d'Amérique,2019-07-01,338.38466999999997
  V. OCEANIE,2019-07-01,43.173129
     Australie,2019-07-01,31.347396
     Autres pays de l'Océanie,2019-07-01,11.825733
 VI. PAYS NON SPECIFIES,2019-07-01,0.0
TOTAL,2019-07-01,187444.16436770733
  I. EUROPE,2019-08-01,15863.73041
   1. Union Européenne,2019-08-01,12966.5075
     Allemagne,2019-08-01,1827.718734
     Belgique - Luxembourg,2019-08-01,3621.559902
     Danemark,2019-08-01,749.161651
     Espagne,2019-08-01,319.726914
     France,2019-08-01,4533.639873
     Grèce,2019-08-01,0.0
     Irlande,2019-08-01,3.556712
     Italie,2019-08-01,349.457436
     Pays-Bas,2019-08-01,963.229645
     Portugal,2019-08-01,545.657791
     Roumanie,2019-08-01,0.0
     Autres pays de l'U.E.,2019-08-01,52.79884199999999
   2. AUTRES,2019-08-01,2897.22291
     Suisse,2019-08-01,118.310755
    Turquie,2019-08-01,561.082677
     Royaume-Uni,2019-08-01,796.076676
     Russie,2019-08-01,1421.752802
     Autres pays d'Europe,2019-08-01,0.0
II. ASIE,2019-08-01,47792.674822
     Arabie Saoudite,2019-08-01,5818.105296
     Bangladesh,2019-08-01,20.517907
     Corée du Nord,2019-08-01,12.649617
     Corée du Sud,2019-08-01,90.759663
     Emirats Arabes Unis,2019-08-01,9297.930122
     Hong-Kong,2019-08-01,41.782901
     Iran,2019-08-01,0.759927
     Japon,2019-08-01,3457.964629
     Pakistan,2019-08-01,160.930716
     Rép. Pop. de Chine,2019-08-01,18967.392455
     Taiwan,2019-08-01,37.544636
     Union Indienne,2019-08-01,5661.969667
     Autres pays d'Asie,2019-08-01,4224.367286000001
III. AFRIQUE,2019-08-01,52586.83045
     Afrique du Sud,2019-08-01,2005.985769
     Kenya,2019-08-01,9660.005562
     Ouganda,2019-08-01,6032.140254
     R.D.C. (1),2019-08-01,522.570467
     Rwanda,2019-08-01,4512.333199
     Tanzanie,2019-08-01,12932.027362
     Zambie,2019-08-01,13823.592618
     Zimbabwe,2019-08-01,0.0
     Autres pays d'Afrique,2019-08-01,3098.1752189999997
 IV. AMERIQUE,2019-08-01,2743.955438
     Etats-Unis ,2019-08-01,2047.543287
     Canada,2019-08-01,670.150537
     Autres pays d'Amérique,2019-08-01,26.261614
  V. OCEANIE,2019-08-01,50.201176
     Australie,2019-08-01,50.201176
     Autres pays de l'Océanie,2019-08-01,0.0
 VI. PAYS NON SPECIFIES,2019-08-01,0.0
TOTAL,2019-08-01,119037.392296
  I. EUROPE,2019-09-01,21242.134044
   1. Union Européenne,2019-09-01,15211.418995999997
     Allemagne,2019-09-01,1733.158053
     Belgique - Luxembourg,2019-09-01,6722.547691
     Danemark,2019-09-01,846.452166
     Espagne,2019-09-01,424.101981
     France,2019-09-01,2269.817592
     Grèce,2019-09-01,0.0
     Irlande,2019-09-01,0.0
     Italie,2019-09-01,1513.294917
     Pays-Bas,2019-09-01,1042.501727
     Portugal,2019-09-01,5.216003
     Roumanie,2019-09-01,0.0
     Autres pays de l'U.E.,2019-09-01,654.328866
   2. AUTRES,2019-09-01,6030.715048
     Suisse,2019-09-01,61.13805
    Turquie,2019-09-01,610.865542
     Royaume-Uni,2019-09-01,1646.692941
     Russie,2019-09-01,3375.269056
     Autres pays d'Europe,2019-09-01,336.749459
II. ASIE,2019-09-01,61874.92929800001
     Arabie Saoudite,2019-09-01,19997.784863
     Bangladesh,2019-09-01,105.554997
     Corée du Nord,2019-09-01,39.849424
     Corée du Sud,2019-09-01,192.959879
     Emirats Arabes Unis,2019-09-01,8198.998566
     Hong-Kong,2019-09-01,78.660735
     Iran,2019-09-01,22.042215
     Japon,2019-09-01,2664.369007
     Pakistan,2019-09-01,107.70009
     Rép. Pop. de Chine,2019-09-01,18194.807669
     Taiwan,2019-09-01,0.0
     Union Indienne,2019-09-01,4763.99552
     Autres pays d'Asie,2019-09-01,7508.206333
III. AFRIQUE,2019-09-01,46106.336629
     Afrique du Sud,2019-09-01,6669.405028
     Kenya,2019-09-01,10283.046302
     Ouganda,2019-09-01,5957.429216
     R.D.C. (1),2019-09-01,310.263701
     Rwanda,2019-09-01,3505.768272
     Tanzanie,2019-09-01,10633.943418
     Zambie,2019-09-01,6111.381116
     Zimbabwe,2019-09-01,0.0
     Autres pays d'Afrique,2019-09-01,2635.0995759999996
 IV. AMERIQUE,2019-09-01,913.50297
     Etats-Unis ,2019-09-01,426.804135
     Canada,2019-09-01,485.282512
     Autres pays d'Amérique,2019-09-01,1.416323
  V. OCEANIE,2019-09-01,0.0
     Australie,2019-09-01,0.0
     Autres pays de l'Océanie,2019-09-01,0.0
 VI. PAYS NON SPECIFIES,2019-09-01,0.0
TOTAL,2019-09-01,130136.90294100001
  I. EUROPE,2019-10-01,22991.7268898253
   1. Union Européenne,2019-10-01,12862.984568825299
     Allemagne,2019-10-01,2006.542918
     Belgique - Luxembourg,2019-10-01,4356.399185825298
     Danemark,2019-10-01,1832.800463
     Espagne,2019-10-01,1141.401971
     France,2019-10-01,577.183305
     Grèce,2019-10-01,0.0
     Irlande,2019-10-01,0.0
     Italie,2019-10-01,809.668513
     Pays-Bas,2019-10-01,1936.307601
     Portugal,2019-10-01,0.0
     Roumanie,2019-10-01,0.0
     Autres pays de l'U.E.,2019-10-01,202.680612
   2. AUTRES,2019-10-01,10128.742321
     Suisse,2019-10-01,81.585447
    Turquie,2019-10-01,2786.174689
     Royaume-Uni,2019-10-01,2174.789331
     Russie,2019-10-01,5082.0087
     Autres pays d'Europe,2019-10-01,4.1841539999999995
II. ASIE,2019-10-01,80790.74144700001
     Arabie Saoudite,2019-10-01,28407.057221
     Bangladesh,2019-10-01,29.11889
     Corée du Nord,2019-10-01,0.0
     Corée du Sud,2019-10-01,99.255069
     Emirats Arabes Unis,2019-10-01,8444.588921
     Hong-Kong,2019-10-01,197.000918
     Iran,2019-10-01,0.0
     Japon,2019-10-01,6718.164703
     Pakistan,2019-10-01,193.236645
     Rép. Pop. de Chine,2019-10-01,9839.498135
     Taiwan,2019-10-01,0.0
     Union Indienne,2019-10-01,12102.23039
     Autres pays d'Asie,2019-10-01,14760.590554999999
III. AFRIQUE,2019-10-01,37595.512101
     Afrique du Sud,2019-10-01,3784.244011
     Djibouti,2019-10-01,0.0
     Kenya,2019-10-01,6480.919038
     Ouganda,2019-10-01,7499.509642
     R.D.C. (1),2019-10-01,378.960307
     Rwanda,2019-10-01,1862.847367
     Tanzanie,2019-10-01,7069.999991
     Zambie,2019-10-01,8616.151755
     Zimbabwe,2019-10-01,7.761758
     Autres pays d'Afrique,2019-10-01,1895.118232
 IV. AMERIQUE,2019-10-01,995.238335
     Etats-Unis ,2019-10-01,810.886034
     Canada,2019-10-01,158.125195
     Autres pays d'Amérique,2019-10-01,26.227106000000003
  V. OCEANIE,2019-10-01,49.499522000000006
     Australie,2019-10-01,49.319194
     Autres pays de l'Océanie,2019-10-01,0.180328
 VI. PAYS NON SPECIFIES,2019-10-01,0.0
TOTAL,2019-10-01,142422.71829482532
  I. EUROPE,2019-11-01,20307.683510000003
   1. Union Européenne,2019-11-01,12501.560116
     Allemagne,2019-11-01,956.346222
     Belgique - Luxembourg,2019-11-01,4275.513532
     Danemark,2019-11-01,1162.391371
     Espagne,2019-11-01,137.472012
     France,2019-11-01,1388.906086
     Grèce,2019-11-01,7.310078
     Irlande,2019-11-01,0.0
     Italie,2019-11-01,1541.393988
     Pays-Bas,2019-11-01,1100.170054
     Portugal,2019-11-01,0.0
     Roumanie,2019-11-01,314.028504
     Autres pays de l'U.E.,2019-11-01,1618.0282690000001
   2. AUTRES,2019-11-01,7806.123394
     Suisse,2019-11-01,224.124361
    Turquie,2019-11-01,594.561589
     Royaume-Uni,2019-11-01,6974.312499
     Russie,2019-11-01,0.0
     Autres pays d'Europe,2019-11-01,13.124945
II. ASIE,2019-11-01,86309.651202
     Arabie Saoudite,2019-11-01,27028.234122
     Bangladesh,2019-11-01,49.724001
     Corée du Nord,2019-11-01,0.0
     Corée du Sud,2019-11-01,131.160867
     Emirats Arabes Unis,2019-11-01,9262.146069
     Hong-Kong,2019-11-01,533.867215
     Iran,2019-11-01,0.0
     Japon,2019-11-01,7222.410327
     Pakistan,2019-11-01,456.182055
     Rép. Pop. de Chine,2019-11-01,20772.329662
     Taiwan,2019-11-01,0.0
     Union Indienne,2019-11-01,16380.754606
     Autres pays d'Asie,2019-11-01,4472.842278
III. AFRIQUE,2019-11-01,45174.70463673333
     Afrique du Sud,2019-11-01,7030.982832
     Djibouti,2019-11-01,0.0
     Kenya,2019-11-01,8000.787832
     Ouganda,2019-11-01,5655.313234
     R.D.C. (1),2019-11-01,183.219181
     Rwanda,2019-11-01,1189.644867
     Tanzanie,2019-11-01,11478.521169733334
     Zambie,2019-11-01,7184.485937
     Zimbabwe,2019-11-01,0.0
     Autres pays d'Afrique,2019-11-01,4451.749583999999
 IV. AMERIQUE,2019-11-01,2346.34199
     Etats-Unis ,2019-11-01,730.870603
     Canada,2019-11-01,1562.941834
     Autres pays d'Amérique,2019-11-01,52.52955299999999
  V. OCEANIE,2019-11-01,186.42376299999998
     Australie,2019-11-01,186.372202
     Autres pays de l'Océanie,2019-11-01,0.051561
 VI. PAYS NON SPECIFIES,2019-11-01,0.0
TOTAL,2019-11-01,154324.8051017333
  I. EUROPE,2019-12-01,29437.945143000004
   1. Union Européenne,2019-12-01,16474.270542000002
     Allemagne,2019-12-01,1624.71104
     Belgique - Luxembourg,2019-12-01,4670.329888
     Danemark,2019-12-01,1595.696238
     Espagne,2019-12-01,1.385327
     France,2019-12-01,2257.759938
     Italie,2019-12-01,1015.890799
     Pays-Bas,2019-12-01,5011.751437
     Autres pays de l'U.E.,2019-12-01,296.74587499999996
   2. AUTRES,2019-12-01,12963.674600999999
     Suisse,2019-12-01,153.663239
    Turquie,2019-12-01,2568.783852
     Royaume-Uni,2019-12-01,7996.563357
     Russie,2019-12-01,2242.565501
     Autres pays d'Europe,2019-12-01,2.098652
II. ASIE,2019-12-01,82734.315191
     Arabie Saoudite,2019-12-01,21464.706737
     Bangladesh,2019-12-01,359.746245
     Corée du Nord,2019-12-01,9.672318
     Corée du Sud,2019-12-01,134.909138
     Emirats Arabes Unis,2019-12-01,9122.926561
     Hong-Kong,2019-12-01,175.431302
     Iran,2019-12-01,78.123043
     Japon,2019-12-01,8833.942304
     Pakistan,2019-12-01,1399.519931
     Rép. Pop. de Chine,2019-12-01,24891.076257
     Taiwan,2019-12-01,2.763581
     Union Indienne,2019-12-01,13234.463018
     Autres pays d'Asie,2019-12-01,3027.034756
III. AFRIQUE,2019-12-01,33659.91271
     Afrique du Sud,2019-12-01,3819.234443
Egypte,2019-12-01,2682.301334
     Kenya,2019-12-01,6199.688056
     Ouganda,2019-12-01,6776.267367
     R.D.C. (1),2019-12-01,627.800493
     Rwanda,2019-12-01,699.435121
     Tanzanie,2019-12-01,7929.650308
     Zambie,2019-12-01,4528.879712
     Autres pays d'Afrique,2019-12-01,396.65587600000003
 IV. AMERIQUE,2019-12-01,1796.075177
     Etats-Unis ,2019-12-01,1525.971692
     Canada,2019-12-01,156.487373
     Autres pays d'Amérique,2019-12-01,113.616112
  V. OCEANIE,2019-12-01,32.692811
     Australie,2019-12-01,32.584704
     Autres pays de l'Océanie,2019-12-01,0.108107
 VI. PAYS NON SPECIFIES,2019-12-01,0.0
TOTAL,2019-12-01,147660.94103199997
  I. EUROPE,2020-01-01,29437.945143000004
   1. Union Européenne,2020-01-01,16474.270542000002
     Allemagne,2020-01-01,1624.71104
     Belgique - Luxembourg,2020-01-01,4670.329888
     Danemark,2020-01-01,1595.696238
     Espagne,2020-01-01,1.385327
     France,2020-01-01,2257.759938
     Italie,2020-01-01,1015.890799
     Pays-Bas,2020-01-01,5011.751437
     Autres pays de l'U.E.,2020-01-01,296.74587499999996
   2. AUTRES,2020-01-01,12963.674600999999
     Suisse,2020-01-01,153.663239
    Turquie,2020-01-01,2568.783852
     Royaume-Uni,2020-01-01,7996.563357
     Russie,2020-01-01,2242.565501
     Autres pays d'Europe,2020-01-01,2.098652
II. ASIE,2020-01-01,82734.315191
     Arabie Saoudite,2020-01-01,21464.706737
     Bangladesh,2020-01-01,359.746245
     Corée du Nord,2020-01-01,9.672318
     Corée du Sud,2020-01-01,134.909138
     Emirats Arabes Unis,2020-01-01,9122.926561
     Hong-Kong,2020-01-01,175.431302
     Iran,2020-01-01,78.123043
     Japon,2020-01-01,8833.942304
     Pakistan,2020-01-01,1399.519931
     Rép. Pop. de Chine,2020-01-01,24891.076257
     Taiwan,2020-01-01,2.763581
     Union Indienne,2020-01-01,13234.463018
     Autres pays d'Asie,2020-01-01,3027.034756
III. AFRIQUE,2020-01-01,33659.91271
     Afrique du Sud,2020-01-01,3819.234443
Egypte,2020-01-01,2682.301334
     Kenya,2020-01-01,6199.688056
     Ouganda,2020-01-01,6776.267367
     R.D.C. (1),2020-01-01,627.800493
     Rwanda,2020-01-01,699.435121
     Tanzanie,2020-01-01,7929.650308
     Zambie,2020-01-01,4528.879712
     Autres pays d'Afrique,2020-01-01,396.65587600000003
 IV. AMERIQUE,2020-01-01,1796.075177
     Etats-Unis ,2020-01-01,1525.971692
     Canada,2020-01-01,156.487373
     Autres pays d'Amérique,2020-01-01,113.616112
  V. OCEANIE,2020-01-01,32.692811
     Australie,2020-01-01,32.584704
     Autres pays de l'Océanie,2020-01-01,0.108107
 VI. PAYS NON SPECIFIES,2020-01-01,0.0
TOTAL,2020-01-01,147660.94103199997
  I. EUROPE,2020-02-01,19605.847414
   1. Union Européenne,2020-02-01,16346.294046
     Allemagne,2020-02-01,2696.633919
     Belgique - Luxembourg,2020-02-01,6516.619845
     Danemark,2020-02-01,2402.394331
     Espagne,2020-02-01,15.247269
     France,2020-02-01,2061.673263
     Irlande,2020-02-01,730.377623
     Italie,2020-02-01,872.577226
     Pays-Bas,2020-02-01,849.531724
     Roumanie,2020-02-01,61.299753
     Autres pays de l'U.E.,2020-02-01,139.939093
   2. AUTRES,2020-02-01,3259.553368
     Suisse,2020-02-01,236.251754
    Turquie,2020-02-01,1551.736625
     Royaume-Uni,2020-02-01,792.872591
     Russie,2020-02-01,538.621756
     Autres pays d'Europe,2020-02-01,140.070642
II. ASIE,2020-02-01,78529.31767300001
     Arabie Saoudite,2020-02-01,19334.049152
     Corée du Nord,2020-02-01,22.890323
     Corée du Sud,2020-02-01,853.886214
     Emirats Arabes Unis,2020-02-01,12443.302647
     Hong-Kong,2020-02-01,311.403786
     Japon,2020-02-01,5470.079287
     Pakistan,2020-02-01,146.811736
     Rép. Pop. de Chine,2020-02-01,22492.764145
     Union Indienne,2020-02-01,8092.652597
     Autres pays d'Asie,2020-02-01,9361.477786000001
III. AFRIQUE,2020-02-01,36812.956989000006
     Afrique du Sud,2020-02-01,3548.040572
Egypte,2020-02-01,1253.321871
     Kenya,2020-02-01,4636.341981
     Ouganda,2020-02-01,8286.768871
     R.D.C. (1),2020-02-01,796.476238
     Rwanda,2020-02-01,544.165558
     Tanzanie,2020-02-01,6359.894671
     Zambie,2020-02-01,5217.632956
     Zimbabwe,2020-02-01,10.412325
     Autres pays d'Afrique,2020-02-01,6159.901946000001
 IV. AMERIQUE,2020-02-01,4897.732395
     Etats-Unis ,2020-02-01,3060.722972
     Canada,2020-02-01,334.022969
     Autres pays d'Amérique,2020-02-01,1502.986454
  V. OCEANIE,2020-02-01,4.07569
     Australie,2020-02-01,3.782693
     Autres pays de l'Océanie,2020-02-01,0.292997
 VI. PAYS NON SPECIFIES,2020-02-01,0.0
TOTAL,2020-02-01,139849.93016100003
  I. EUROPE,2020-03-01,18127.953718
   1. Union Européenne,2020-03-01,12063.572993
     Allemagne,2020-03-01,2131.30345
     Belgique - Luxembourg,2020-03-01,3231.577187
     Danemark,2020-03-01,1528.949024
     France,2020-03-01,1342.617058
     Irlande,2020-03-01,18.109988
     Italie,2020-03-01,666.685629
     Pays-Bas,2020-03-01,720.043358
     Autres pays de l'U.E.,2020-03-01,2424.2872989999996
   2. AUTRES,2020-03-01,6064.380725
     Suisse,2020-03-01,44.178667
    Turquie,2020-03-01,2186.551512
     Royaume-Uni,2020-03-01,823.572696
     Russie,2020-03-01,1097.274789
     Autres pays d'Europe,2020-03-01,1912.803061
II. ASIE,2020-03-01,85549.417609
     Arabie Saoudite,2020-03-01,27700.599043
     Bangladesh,2020-03-01,31.303694
     Corée du Nord,2020-03-01,100.905803
     Corée du Sud,2020-03-01,527.760633
     Emirats Arabes Unis,2020-03-01,11296.037929
     Hong-Kong,2020-03-01,97.829866
     Japon,2020-03-01,9325.085878
     Pakistan,2020-03-01,194.996908
     Rép. Pop. de Chine,2020-03-01,20142.597335
     Taiwan,2020-03-01,2.894045
     Union Indienne,2020-03-01,11319.302765
     Autres pays d'Asie,2020-03-01,4810.103709999999
III. AFRIQUE,2020-03-01,38871.827645000005
     Afrique du Sud,2020-03-01,753.134891
Egypte,2020-03-01,2762.338766
     Kenya,2020-03-01,8175.947288
     Ouganda,2020-03-01,6112.434443
     R.D.C. (1),2020-03-01,1790.067021
     Rwanda,2020-03-01,552.005106
     Tanzanie,2020-03-01,8379.766097
     Zambie,2020-03-01,6750.795433
     Autres pays d'Afrique,2020-03-01,3595.3386
 IV. AMERIQUE,2020-03-01,2716.1306130000003
     Etats-Unis ,2020-03-01,1104.753621
     Canada,2020-03-01,77.338671
     Autres pays d'Amérique,2020-03-01,1534.038321
  V. OCEANIE,2020-03-01,240.598667
     Australie,2020-03-01,240.598667
 VI. PAYS NON SPECIFIES,2020-03-01,0.0
TOTAL,2020-03-01,145505.928252
  I. EUROPE,2020-04-01,16160.534296999998
   1. Union Européenne,2020-04-01,8255.893230999998
     Allemagne,2020-04-01,1397.150449
     Belgique - Luxembourg,2020-04-01,3762.008785
     Danemark,2020-04-01,145.573496
     Espagne,2020-04-01,82.565647
     France,2020-04-01,1303.644759
     Grèce,2020-04-01,127.542796
     Irlande,2020-04-01,0.0
     Italie,2020-04-01,633.28537
     Pays-Bas,2020-04-01,672.838693
     Roumanie,2020-04-01,6.05009
     Autres pays de l'U.E.,2020-04-01,125.233146
   2. AUTRES,2020-04-01,7904.641065999999
     Suisse,2020-04-01,100.443573
    Turquie,2020-04-01,2650.485887
     Royaume-Uni,2020-04-01,1659.018609
     Russie,2020-04-01,1841.998736
     Autres pays d'Europe,2020-04-01,1652.6942609999999
II. ASIE,2020-04-01,64874.629632
     Arabie Saoudite,2020-04-01,15996.353335
     Corée du Nord,2020-04-01,45.838839
     Corée du Sud,2020-04-01,80.629775
     Emirats Arabes Unis,2020-04-01,7900.41293
     Hong-Kong,2020-04-01,164.757409
     Iran,2020-04-01,14.052724
     Japon,2020-04-01,8160.922957
     Pakistan,2020-04-01,121.728091
     Rép. Pop. de Chine,2020-04-01,16866.803706
     Taiwan,2020-04-01,0.0
     Union Indienne,2020-04-01,12233.304116
     Autres pays d'Asie,2020-04-01,3289.82575
III. AFRIQUE,2020-04-01,40933.82198204026
     Afrique du Sud,2020-04-01,3162.820686
Egypte,2020-04-01,10125.090083
     Kenya,2020-04-01,5977.627673
     Ouganda,2020-04-01,6218.816383
     R.D.C. (1),2020-04-01,522.9137
     Rwanda,2020-04-01,64.176518
     Tanzanie,2020-04-01,7798.726444040268
     Zambie,2020-04-01,4809.948324
     Zimbabwe,2020-04-01,18.803703
     Autres pays d'Afrique,2020-04-01,2234.898468
 IV. AMERIQUE,2020-04-01,1117.5522620000002
     Etats-Unis ,2020-04-01,902.160461
     Canada,2020-04-01,215.391801
     Autres pays d'Amérique,2020-04-01,0.0
  V. OCEANIE,2020-04-01,367.934474
     Australie,2020-04-01,367.934474
 VI. PAYS NON SPECIFIES,2020-04-01,0.0
TOTAL,2020-04-01,123454.47264704025
  I. EUROPE,2020-05-01,21074.151796
   1. Union Européenne,2020-05-01,14689.014902999998
     Allemagne,2020-05-01,720.131626
     Belgique - Luxembourg,2020-05-01,4763.774886
     Danemark,2020-05-01,5721.861347
     Espagne,2020-05-01,51.401549
     France,2020-05-01,745.959056
     Grèce,2020-05-01,0.0
     Irlande,2020-05-01,3.522002
     Italie,2020-05-01,410.729537
     Pays-Bas,2020-05-01,1096.892941
     Roumanie,2020-05-01,0.0
     Autres pays de l'U.E.,2020-05-01,1174.7419589999997
   2. AUTRES,2020-05-01,6385.136893
     Suisse,2020-05-01,281.734965
    Turquie,2020-05-01,1523.168882
     Royaume-Uni,2020-05-01,3222.39415
     Russie,2020-05-01,912.947894
     Autres pays d'Europe,2020-05-01,444.891002
II. ASIE,2020-05-01,62117.268695000006
     Arabie Saoudite,2020-05-01,15648.098517
     Corée du Nord,2020-05-01,0.0
     Corée du Sud,2020-05-01,26.141424
     Emirats Arabes Unis,2020-05-01,9180.919052
     Hong-Kong,2020-05-01,1755.557884
     Iran,2020-05-01,0.0
     Japon,2020-05-01,3905.051525
     Pakistan,2020-05-01,92.20127
     Rép. Pop. de Chine,2020-05-01,21025.43869
     Taiwan,2020-05-01,6.972595
     Union Indienne,2020-05-01,7443.425662
     Autres pays d'Asie,2020-05-01,3033.4620760000003
III. AFRIQUE,2020-05-01,30234.998271
     Afrique du Sud,2020-05-01,1592.14128
Egypte,2020-05-01,2048.173217
     Kenya,2020-05-01,5385.735483
     Ouganda,2020-05-01,7128.215619
     R.D.C. (1),2020-05-01,758.293278
     Rwanda,2020-05-01,203.465909
     Tanzanie,2020-05-01,6938.751118
     Zambie,2020-05-01,2751.581847
     Zimbabwe,2020-05-01,0.0
     Autres pays d'Afrique,2020-05-01,3428.64052
 IV. AMERIQUE,2020-05-01,1141.216036
     Etats-Unis ,2020-05-01,684.025692
     Canada,2020-05-01,428.031394
     Autres pays d'Amérique,2020-05-01,29.15895
  V. OCEANIE,2020-05-01,82.493569
     Australie,2020-05-01,82.493569
 VI. PAYS NON SPECIFIES,2020-05-01,0.0
TOTAL,2020-05-01,114650.128367
  I. EUROPE,2020-06-01,58750.098696
   1. Union Européenne,2020-06-01,43221.492935
     Allemagne,2020-06-01,1517.848918
     Belgique - Luxembourg,2020-06-01,33546.345482
     Danemark,2020-06-01,1069.168472
     Espagne,2020-06-01,232.31631
     France,2020-06-01,3043.123715
     Grèce,2020-06-01,95.895295
     Italie,2020-06-01,1354.447773
     Pays-Bas,2020-06-01,1020.058605
     Autres pays de l'U.E.,2020-06-01,1342.2883649999999
   2. AUTRES,2020-06-01,15528.605760999999
     Suisse,2020-06-01,22.772705
    Turquie,2020-06-01,1784.435585
     Royaume-Uni,2020-06-01,10431.168934
     Russie,2020-06-01,3257.488625
     Autres pays d'Europe,2020-06-01,32.739912000000004
II. ASIE,2020-06-01,78317.768206
     Arabie Saoudite,2020-06-01,19417.052109
     Bangladesh,2020-06-01,113.121079
     Corée du Nord,2020-06-01,256.831778
     Corée du Sud,2020-06-01,726.611544
     Emirats Arabes Unis,2020-06-01,10807.608573
     Hong-Kong,2020-06-01,832.554048
     Japon,2020-06-01,3899.652126
     Pakistan,2020-06-01,195.483604
     Rép. Pop. de Chine,2020-06-01,28666.172337
     Taiwan,2020-06-01,3.271815
     Union Indienne,2020-06-01,10879.957582
     Autres pays d'Asie,2020-06-01,2519.451611
III. AFRIQUE,2020-06-01,38936.51477559999
     Afrique du Sud,2020-06-01,5034.042078
Egypte,2020-06-01,2023.281031
     Kenya,2020-06-01,8273.806366
     Ouganda,2020-06-01,6503.606857
     R.D.C. (1),2020-06-01,945.6711706
     Rwanda,2020-06-01,265.469187
     Tanzanie,2020-06-01,8122.365848
     Zambie,2020-06-01,4971.937245
     Autres pays d'Afrique,2020-06-01,2796.3349930000004
 IV. AMERIQUE,2020-06-01,2384.5865009999998
     Etats-Unis ,2020-06-01,2156.938206
     Canada,2020-06-01,161.815762
     Autres pays d'Amérique,2020-06-01,65.832533
  V. OCEANIE,2020-06-01,253.04547
     Australie,2020-06-01,253.04547
 VI. PAYS NON SPECIFIES,2020-06-01,0.0
TOTAL,2020-06-01,178642.0136486
  I. EUROPE,2020-07-01,21569.452265999997
   1. Union Européenne,2020-07-01,17799.877307999996
     Allemagne,2020-07-01,2614.930631
     Belgique - Luxembourg,2020-07-01,4855.127141
     Danemark,2020-07-01,2384.219381
     Espagne,2020-07-01,349.342781
     France,2020-07-01,1999.755381
     Irlande,2020-07-01,0.0
     Italie,2020-07-01,907.609347
     Pays-Bas,2020-07-01,486.192369
     Portugal,2020-07-01,1220.791796
     Roumanie,2020-07-01,4.574241
     Autres pays de l'U.E.,2020-07-01,2977.33424
   2. AUTRES,2020-07-01,3769.574958
     Suisse,2020-07-01,78.689579
    Turquie,2020-07-01,1371.626898
     Royaume-Uni,2020-07-01,1685.998333
     Russie,2020-07-01,486.600791
     Autres pays d'Europe,2020-07-01,146.65935700000003
II. ASIE,2020-07-01,77497.792403
     Arabie Saoudite,2020-07-01,16818.907363
     Bangladesh,2020-07-01,0.0
     Corée du Nord,2020-07-01,0.0
     Corée du Sud,2020-07-01,423.717637
     Emirats Arabes Unis,2020-07-01,11463.119105
     Hong-Kong,2020-07-01,531.028204
     Japon,2020-07-01,3393.225447
     Pakistan,2020-07-01,191.37382
     Rép. Pop. de Chine,2020-07-01,26453.456963
     Taiwan,2020-07-01,5.080402
     Union Indienne,2020-07-01,14428.457407
     Autres pays d'Asie,2020-07-01,3789.426055
III. AFRIQUE,2020-07-01,45162.38953200001
     Afrique du Sud,2020-07-01,4105.607457
Egypte,2020-07-01,4625.786793
     Kenya,2020-07-01,9886.788602
