date,year,month,destination_country,value,continent,subcontinent,continent_total,subcontinent_total,monthly_total
2003-01-01,2003,1,nan,,,,,,11879.4
2003-01-01,2003,1,Union Indienne,0.0,,,,,11879.4
2003-01-01,2003,1,Autres pays d'Asie,390.0,,,,,11879.4
2003-01-01,2003,1,Afrique du Sud,224.6,AFRIQUE,,3712.0,3712.0,11879.4
2003-01-01,2003,1,Djibouti,0.0,AFRIQUE,,3712.0,3712.0,11879.4
2003-01-01,2003,1,Egypte,,AFRIQUE,,3712.0,3712.0,11879.4
2003-01-01,2003,1,Kenya,1580.8,AFRIQUE,,3712.0,3712.0,11879.4
2003-01-01,2003,1,Ouganda,49.2,AFRIQUE,,3712.0,3712.0,11879.4
2003-01-01,2003,1,R.D.C. (1),85.9,AFRIQUE,,3712.0,3712.0,11879.4
2003-01-01,2003,1,Rwanda,40.3,AFRIQUE,,3712.0,3712.0,11879.4
2003-01-01,2003,1,Tanzanie,1215.8,AFRIQUE,,3712.0,3712.0,11879.4
2003-01-01,2003,1,Sud Soudan,,AFRIQUE,,3712.0,3712.0,11879.4
2003-01-01,2003,1,Somalie,,AFRIQUE,,3712.0,3712.0,11879.4
2003-01-01,2003,1,Taiwan,0.0,AFRIQUE,,3712.0,3712.0,11879.4
2003-01-01,2003,1,Zimbabwe,0.0,AFRIQUE,,3712.0,3712.0,11879.4
2003-01-01,2003,1,Etats-Unis,80.6,AMERIQUE,,222.79999999999998,222.79999999999998,11879.4
2003-01-01,2003,1,Canada,49.8,AMERIQUE,,222.79999999999998,222.79999999999998,11879.4
2003-01-01,2003,1,Autres pays d'Amérique,92.4,AMERIQUE,,222.79999999999998,222.79999999999998,11879.4
2003-01-01,2003,1,Australie,0.0,OCEANIE,,0.0,0.0,11879.4
2003-01-01,2003,1,Autres pays de l'Océanie,0.0,OCEANIE,,0.0,0.0,11879.4
2003-01-01,2003,1,nan,,PAYS NON SPECIFIES,,118.1,118.1,11879.4
2003-01-01,2003,1,nan,,PAYS NON SPECIFIES,,118.1,118.1,11879.4
2003-01-01,2003,1,(1)  : République Démocratique du Congo,,PAYS NON SPECIFIES,,118.1,118.1,11879.4
2003-01-01,2003,1,Source  : OBR,,PAYS NON SPECIFIES,,118.1,118.1,11879.4
2003-01-01,2003,1,Autres pays d'Afrique,119.5,PAYS NON SPECIFIES,,118.1,118.1,11879.4
2003-01-01,2003,1,Rép. Pop. de Chine,822.2,PAYS NON SPECIFIES,,118.1,118.1,11879.4
2003-01-01,2003,1,Zambie,395.9,PAYS NON SPECIFIES,,118.1,118.1,11879.4
2003-01-01,2003,1,Japon,1114.0,PAYS NON SPECIFIES,,118.1,118.1,11879.4
2003-01-01,2003,1,Pakistan,3.5,PAYS NON SPECIFIES,,118.1,118.1,11879.4
2003-01-01,2003,1,1. Union Européenne,4704.1,,,,,11879.4
2003-01-01,2003,1,Allemagne,344.6,EUROPE,Union Européenne,5083.1,4704.1,11879.4
2003-01-01,2003,1,Belgique - Luxembourg,2304.9,EUROPE,Union Européenne,5083.1,4704.1,11879.4
2003-01-01,2003,1,Danemark,513.6,EUROPE,Union Européenne,5083.1,4704.1,11879.4
2003-01-01,2003,1,Espagne,30.5,EUROPE,Union Européenne,5083.1,4704.1,11879.4
2003-01-01,2003,1,France,283.8,EUROPE,Union Européenne,5083.1,4704.1,11879.4
2003-01-01,2003,1,Grèce,31.6,EUROPE,Union Européenne,5083.1,4704.1,11879.4
2003-01-01,2003,1,Italie,499.4,EUROPE,Union Européenne,5083.1,4704.1,11879.4
2003-01-01,2003,1,Pays-Bas,203.6,EUROPE,Union Européenne,5083.1,4704.1,11879.4
2003-01-01,2003,1,Portugal,0.0,EUROPE,Union Européenne,5083.1,4704.1,11879.4
2003-01-01,2003,1,Roumanie,0.0,EUROPE,Union Européenne,5083.1,4704.1,11879.4
2003-01-01,2003,1,Autres pays de l'U.E.,41.3,EUROPE,Union Européenne,5083.1,4704.1,11879.4
2003-01-01,2003,1,Irlande,450.8,EUROPE,Union Européenne,5083.1,4704.1,11879.4
2003-01-01,2003,1,Hong-Kong,46.5,EUROPE,Union Européenne,5083.1,4704.1,11879.4
2003-01-01,2003,1,Iran,0.0,EUROPE,Union Européenne,5083.1,4704.1,11879.4
2003-01-01,2003,1,2. AUTRES,379.0,,,,,11879.4
2003-01-01,2003,1,Emirats Arabes Unis,0.0,EUROPE,AUTRES,5083.1,379.0,11879.4
2003-01-01,2003,1,Corée du Sud,12.6,EUROPE,AUTRES,5083.1,379.0,11879.4
2003-01-01,2003,1,Corée du Nord,0.0,EUROPE,AUTRES,5083.1,379.0,11879.4
2003-01-01,2003,1,Arabie Saoudite,354.6,EUROPE,AUTRES,5083.1,379.0,11879.4
2003-01-01,2003,1,Bangladesh,0.0,EUROPE,AUTRES,5083.1,379.0,11879.4
2003-01-01,2003,1,Autres pays d'Europe,2.8,EUROPE,AUTRES,5083.1,379.0,11879.4
2003-01-01,2003,1,Russie,141.0,EUROPE,AUTRES,5083.1,379.0,11879.4
2003-01-01,2003,1,Royaume-Uni,140.2,EUROPE,AUTRES,5083.1,379.0,11879.4
2003-01-01,2003,1,Turquie,0.0,EUROPE,AUTRES,5083.1,379.0,11879.4
2003-01-01,2003,1,Suisse,95.0,EUROPE,AUTRES,5083.1,379.0,11879.4
2003-02-01,2003,2,Ouganda,126.5,ASIE,,2743.4,2743.4,11535.2
2003-02-01,2003,2,Sud Soudan,,ASIE,,2743.4,2743.4,11535.2
2003-02-01,2003,2,Tanzanie,1675.8,ASIE,,2743.4,2743.4,11535.2
2003-02-01,2003,2,Rwanda,103.3,ASIE,,2743.4,2743.4,11535.2
2003-02-01,2003,2,R.D.C. (1),222.6,ASIE,,2743.4,2743.4,11535.2
2003-02-01,2003,2,Kenya,1587.9,ASIE,,2743.4,2743.4,11535.2
2003-02-01,2003,2,Union Indienne,437.7,ASIE,,2743.4,2743.4,11535.2
2003-02-01,2003,2,Djibouti,0.0,ASIE,,2743.4,2743.4,11535.2
2003-02-01,2003,2,Afrique du Sud,341.0,ASIE,,2743.4,2743.4,11535.2
2003-02-01,2003,2,Autres pays d'Asie,400.1,AFRIQUE,,4629.8,4629.8,11535.2
2003-02-01,2003,2,Somalie,,AFRIQUE,,4629.8,4629.8,11535.2
2003-02-01,2003,2,Egypte,,AFRIQUE,,4629.8,4629.8,11535.2
2003-02-01,2003,2,Zambie,511.8,AFRIQUE,,4629.8,4629.8,11535.2
2003-02-01,2003,2,Source  : OBR,,AFRIQUE,,4629.8,4629.8,11535.2
2003-02-01,2003,2,Autres pays d'Afrique,59.7,AFRIQUE,,4629.8,4629.8,11535.2
2003-02-01,2003,2,Etats-Unis,282.3,AMERIQUE,,398.20000000000005,398.20000000000005,11535.2
2003-02-01,2003,2,Canada,31.5,AMERIQUE,,398.20000000000005,398.20000000000005,11535.2
2003-02-01,2003,2,Autres pays d'Amérique,84.4,AMERIQUE,,398.20000000000005,398.20000000000005,11535.2
2003-02-01,2003,2,Australie,0.0,OCEANIE,,0.0,0.0,11535.2
2003-02-01,2003,2,Autres pays de l'Océanie,0.0,OCEANIE,,0.0,0.0,11535.2
2003-02-01,2003,2,nan,,PAYS NON SPECIFIES,,9.4,9.4,11535.2
2003-02-01,2003,2,nan,,PAYS NON SPECIFIES,,9.4,9.4,11535.2
2003-02-01,2003,2,(1)  : République Démocratique du Congo,,PAYS NON SPECIFIES,,9.4,9.4,11535.2
2003-02-01,2003,2,Taiwan,43.7,PAYS NON SPECIFIES,,9.4,9.4,11535.2
2003-02-01,2003,2,Zimbabwe,1.2,PAYS NON SPECIFIES,,9.4,9.4,11535.2
2003-02-01,2003,2,Rép. Pop. de Chine,412.1,PAYS NON SPECIFIES,,9.4,9.4,11535.2
2003-02-01,2003,2,2. AUTRES,209.9,,,,,11535.2
2003-02-01,2003,2,Japon,368.8,PAYS NON SPECIFIES,AUTRES,9.4,209.9,11535.2
2003-02-01,2003,2,Pakistan,0.0,PAYS NON SPECIFIES,AUTRES,9.4,209.9,11535.2
2003-02-01,2003,2,nan,,PAYS NON SPECIFIES,AUTRES,9.4,209.9,11535.2
2003-02-01,2003,2,1. Union Européenne,4548.6,,,,,11535.2
2003-02-01,2003,2,Allemagne,353.9,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Belgique - Luxembourg,2575.4,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Danemark,290.1,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Espagne,181.5,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,France,355.7,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Irlande,10.4,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Italie,479.2,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Pays-Bas,171.5,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Portugal,0.0,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Roumanie,0.0,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Grèce,130.9,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Hong-Kong,0.0,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Iran,0.0,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Autres pays de l'U.E.,0.0,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Emirats Arabes Unis,0.0,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Corée du Sud,9.8,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Corée du Nord,0.0,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Arabie Saoudite,67.1,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Bangladesh,0.0,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Autres pays d'Europe,23.4,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Russie,0.0,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Royaume-Uni,113.4,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Turquie,0.0,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-02-01,2003,2,Suisse,73.1,EUROPE,Union Européenne,4758.5,4548.6,11535.2
2003-03-01,2003,3,Ouganda,170.0,ASIE,,1739.3000000000002,1739.3000000000002,13949.6
2003-03-01,2003,3,Sud Soudan,,ASIE,,1739.3000000000002,1739.3000000000002,13949.6
2003-03-01,2003,3,Tanzanie,2157.9,ASIE,,1739.3000000000002,1739.3000000000002,13949.6
2003-03-01,2003,3,Rwanda,131.7,ASIE,,1739.3000000000002,1739.3000000000002,13949.6
2003-03-01,2003,3,R.D.C. (1),182.8,ASIE,,1739.3000000000002,1739.3000000000002,13949.6
2003-03-01,2003,3,Kenya,2824.7,ASIE,,1739.3000000000002,1739.3000000000002,13949.6
2003-03-01,2003,3,Union Indienne,664.7,ASIE,,1739.3000000000002,1739.3000000000002,13949.6
2003-03-01,2003,3,Djibouti,0.0,ASIE,,1739.3000000000002,1739.3000000000002,13949.6
2003-03-01,2003,3,Afrique du Sud,212.9,ASIE,,1739.3000000000002,1739.3000000000002,13949.6
2003-03-01,2003,3,Autres pays d'Asie,622.2,AFRIQUE,,6561.900000000001,6561.900000000001,13949.6
2003-03-01,2003,3,Somalie,,AFRIQUE,,6561.900000000001,6561.900000000001,13949.6
2003-03-01,2003,3,Egypte,,AFRIQUE,,6561.900000000001,6561.900000000001,13949.6
2003-03-01,2003,3,Zambie,699.3,AFRIQUE,,6561.900000000001,6561.900000000001,13949.6
2003-03-01,2003,3,Source  : OBR,,AFRIQUE,,6561.900000000001,6561.900000000001,13949.6
2003-03-01,2003,3,Autres pays d'Afrique,150.5,AFRIQUE,,6561.900000000001,6561.900000000001,13949.6
2003-03-01,2003,3,Etats-Unis,200.1,AMERIQUE,,416.7,416.7,13949.6
2003-03-01,2003,3,Canada,138.1,AMERIQUE,,416.7,416.7,13949.6
2003-03-01,2003,3,Autres pays d'Amérique,78.5,AMERIQUE,,416.7,416.7,13949.6
2003-03-01,2003,3,Australie,0.0,OCEANIE,,0.0,0.0,13949.6
2003-03-01,2003,3,Autres pays de l'Océanie,0.0,OCEANIE,,0.0,0.0,13949.6
2003-03-01,2003,3,nan,,PAYS NON SPECIFIES,,57.8,57.8,13949.6
2003-03-01,2003,3,nan,,PAYS NON SPECIFIES,,57.8,57.8,13949.6
2003-03-01,2003,3,(1)  : République Démocratique du Congo,,PAYS NON SPECIFIES,,57.8,57.8,13949.6
2003-03-01,2003,3,Taiwan,0.0,PAYS NON SPECIFIES,,57.8,57.8,13949.6
2003-03-01,2003,3,Zimbabwe,32.1,PAYS NON SPECIFIES,,57.8,57.8,13949.6
2003-03-01,2003,3,Rép. Pop. de Chine,575.9,PAYS NON SPECIFIES,,57.8,57.8,13949.6
2003-03-01,2003,3,2. AUTRES,346.6,,,,,13949.6
2003-03-01,2003,3,Japon,724.3,PAYS NON SPECIFIES,AUTRES,57.8,346.6,13949.6
2003-03-01,2003,3,1. Union Européenne,3510.2,,,,,13949.6
2003-03-01,2003,3,Allemagne,355.2,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Belgique - Luxembourg,1742.9,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Danemark,191.5,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Espagne,,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,France,724.5,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Grèce,,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Irlande,0.0,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Italie,371.9,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Pays-Bas,124.2,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Portugal,0.0,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Roumanie,0.0,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Autres pays de l'U.E.,,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,nan,,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Suisse,67.8,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Iran,0.0,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Hong-Kong,12.7,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Emirats Arabes Unis,0.0,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Corée du Sud,61.9,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Corée du Nord,0.0,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Bangladesh,0.0,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Pakistan,0.0,EUROPE,Union Européenne,3856.7999999999997,3510.2,13949.6
2003-03-01,2003,3,Autres pays d'Europe,131.0,ASIE,,3056.3999999999996,3056.3999999999996,13949.6
2003-03-01,2003,3,Russie,5.0,ASIE,,3056.3999999999996,3056.3999999999996,13949.6
2003-03-01,2003,3,Royaume-Uni,142.8,ASIE,,3056.3999999999996,3056.3999999999996,13949.6
2003-03-01,2003,3,Turquie,0.0,ASIE,,3056.3999999999996,3056.3999999999996,13949.6
2003-03-01,2003,3,Arabie Saoudite,394.7,ASIE,,3056.3999999999996,3056.3999999999996,13949.6
2003-04-01,2003,4,Sud Soudan,,ASIE,,3056.3999999999996,3056.3999999999996,13286.5
2003-04-01,2003,4,Tanzanie,1424.5,ASIE,,3056.3999999999996,3056.3999999999996,13286.5
2003-04-01,2003,4,Rwanda,51.8,ASIE,,3056.3999999999996,3056.3999999999996,13286.5
2003-04-01,2003,4,R.D.C. (1),67.3,ASIE,,3056.3999999999996,3056.3999999999996,13286.5
2003-04-01,2003,4,Ouganda,107.4,ASIE,,3056.3999999999996,3056.3999999999996,13286.5
2003-04-01,2003,4,Djibouti,0.0,ASIE,,3056.3999999999996,3056.3999999999996,13286.5
2003-04-01,2003,4,Egypte,,ASIE,,3056.3999999999996,3056.3999999999996,13286.5
2003-04-01,2003,4,Somalie,,ASIE,,3056.3999999999996,3056.3999999999996,13286.5
2003-04-01,2003,4,Afrique du Sud,367.9,ASIE,,3056.3999999999996,3056.3999999999996,13286.5
2003-04-01,2003,4,Autres pays d'Asie,496.0,AFRIQUE,,4922.800000000001,4922.800000000001,13286.5
2003-04-01,2003,4,Union Indienne,749.9,AFRIQUE,,4922.800000000001,4922.800000000001,13286.5
2003-04-01,2003,4,Kenya,2287.8,AFRIQUE,,4922.800000000001,4922.800000000001,13286.5
2003-04-01,2003,4,Zambie,604.2,AFRIQUE,,4922.800000000001,4922.800000000001,13286.5
2003-04-01,2003,4,Autres pays d'Afrique,7.6,AMERIQUE,,185.2,185.2,13286.5
2003-04-01,2003,4,Etats-Unis,89.5,AMERIQUE,,185.2,185.2,13286.5
2003-04-01,2003,4,Canada,80.7,AMERIQUE,,185.2,185.2,13286.5
2003-04-01,2003,4,Autres pays d'Amérique,15.0,AMERIQUE,,185.2,185.2,13286.5
2003-04-01,2003,4,Source  : OBR,,AMERIQUE,,185.2,185.2,13286.5
2003-04-01,2003,4,Australie,0.0,AMERIQUE,,185.2,185.2,13286.5
2003-04-01,2003,4,Autres pays de l'Océanie,0.0,AMERIQUE,,185.2,185.2,13286.5
2003-04-01,2003,4,nan,,PAYS NON SPECIFIES,,198.3,198.3,13286.5
2003-04-01,2003,4,nan,,PAYS NON SPECIFIES,,198.3,198.3,13286.5
2003-04-01,2003,4,(1)  : République Démocratique du Congo,,PAYS NON SPECIFIES,,198.3,198.3,13286.5
2003-04-01,2003,4,Taiwan,0.0,PAYS NON SPECIFIES,,198.3,198.3,13286.5
2003-04-01,2003,4,Zimbabwe,4.3,PAYS NON SPECIFIES,,198.3,198.3,13286.5
2003-04-01,2003,4,Rép. Pop. de Chine,323.1,OCEANIE,,0.0,0.0,13286.5
2003-04-01,2003,4,Japon,356.2,OCEANIE,,0.0,0.0,13286.5
2003-04-01,2003,4,Pakistan,0.0,OCEANIE,,0.0,0.0,13286.5
2003-04-01,2003,4,nan,,OCEANIE,,0.0,0.0,13286.5
2003-04-01,2003,4,1. Union Européenne,4619.1,,,,,13286.5
2003-04-01,2003,4,Allemagne,390.8,EUROPE,Union Européenne,5458.200000000001,4619.1,13286.5
2003-04-01,2003,4,Belgique - Luxembourg,2330.8,EUROPE,Union Européenne,5458.200000000001,4619.1,13286.5
2003-04-01,2003,4,Danemark,482.7,EUROPE,Union Européenne,5458.200000000001,4619.1,13286.5
2003-04-01,2003,4,Espagne,39.2,EUROPE,Union Européenne,5458.200000000001,4619.1,13286.5
2003-04-01,2003,4,Grèce,1.0,EUROPE,Union Européenne,5458.200000000001,4619.1,13286.5
2003-04-01,2003,4,Irlande,0.0,EUROPE,Union Européenne,5458.200000000001,4619.1,13286.5
2003-04-01,2003,4,Italie,130.1,EUROPE,Union Européenne,5458.200000000001,4619.1,13286.5
2003-04-01,2003,4,Pays-Bas,180.9,EUROPE,Union Européenne,5458.200000000001,4619.1,13286.5
2003-04-01,2003,4,Portugal,0.0,EUROPE,Union Européenne,5458.200000000001,4619.1,13286.5
2003-04-01,2003,4,Roumanie,0.0,EUROPE,Union Européenne,5458.200000000001,4619.1,13286.5
2003-04-01,2003,4,France,1055.5,EUROPE,Union Européenne,5458.200000000001,4619.1,13286.5
2003-04-01,2003,4,2. AUTRES,839.0999999999999,,,,,13286.5
2003-04-01,2003,4,Autres pays de l'U.E.,8.1,EUROPE,AUTRES,5458.200000000001,839.0999999999999,13286.5
2003-04-01,2003,4,Hong-Kong,66.2,EUROPE,AUTRES,5458.200000000001,839.0999999999999,13286.5
2003-04-01,2003,4,Emirats Arabes Unis,0.0,EUROPE,AUTRES,5458.200000000001,839.0999999999999,13286.5
2003-04-01,2003,4,Corée du Sud,59.9,EUROPE,AUTRES,5458.200000000001,839.0999999999999,13286.5
2003-04-01,2003,4,Corée du Nord,0.0,EUROPE,AUTRES,5458.200000000001,839.0999999999999,13286.5
2003-04-01,2003,4,Bangladesh,335.0,EUROPE,AUTRES,5458.200000000001,839.0999999999999,13286.5
2003-04-01,2003,4,Arabie Saoudite,135.7,EUROPE,AUTRES,5458.200000000001,839.0999999999999,13286.5
2003-04-01,2003,4,Iran,0.0,EUROPE,AUTRES,5458.200000000001,839.0999999999999,13286.5
2003-04-01,2003,4,Autres pays d'Europe,156.4,EUROPE,AUTRES,5458.200000000001,839.0999999999999,13286.5
2003-04-01,2003,4,Russie,422.0,EUROPE,AUTRES,5458.200000000001,839.0999999999999,13286.5
2003-04-01,2003,4,Royaume-Uni,83.4,EUROPE,AUTRES,5458.200000000001,839.0999999999999,13286.5
2003-04-01,2003,4,Turquie,0.0,EUROPE,AUTRES,5458.200000000001,839.0999999999999,13286.5
2003-04-01,2003,4,Suisse,177.3,EUROPE,AUTRES,5458.200000000001,839.0999999999999,13286.5
2003-05-01,2003,5,Somalie,,ASIE,,2522.0,2522.0,11248.300000000001
2003-05-01,2003,5,Sud Soudan,,ASIE,,2522.0,2522.0,11248.300000000001
2003-05-01,2003,5,Tanzanie,1120.9,ASIE,,2522.0,2522.0,11248.300000000001
2003-05-01,2003,5,Rwanda,93.1,ASIE,,2522.0,2522.0,11248.300000000001
2003-05-01,2003,5,R.D.C. (1),209.8,ASIE,,2522.0,2522.0,11248.300000000001
2003-05-01,2003,5,Ouganda,27.1,ASIE,,2522.0,2522.0,11248.300000000001
2003-05-01,2003,5,Afrique du Sud,418.5,ASIE,,2522.0,2522.0,11248.300000000001
2003-05-01,2003,5,Egypte,,ASIE,,2522.0,2522.0,11248.300000000001
2003-05-01,2003,5,Djibouti,0.0,ASIE,,2522.0,2522.0,11248.300000000001
2003-05-01,2003,5,Autres pays d'Asie,1093.7,AFRIQUE,,4692.900000000001,4692.900000000001,11248.300000000001
2003-05-01,2003,5,Union Indienne,282.8,AFRIQUE,,4692.900000000001,4692.900000000001,11248.300000000001
2003-05-01,2003,5,Kenya,1660.8,AFRIQUE,,4692.900000000001,4692.900000000001,11248.300000000001
2003-05-01,2003,5,Zambie,1013.5,AFRIQUE,,4692.900000000001,4692.900000000001,11248.300000000001
2003-05-01,2003,5,Taiwan,0.0,AFRIQUE,,4692.900000000001,4692.900000000001,11248.300000000001
2003-05-01,2003,5,Autres pays d'Afrique,141.3,AFRIQUE,,4692.900000000001,4692.900000000001,11248.300000000001
2003-05-01,2003,5,Etats-Unis,210.4,AMERIQUE,,361.70000000000005,361.70000000000005,11248.300000000001
2003-05-01,2003,5,Canada,66.7,AMERIQUE,,361.70000000000005,361.70000000000005,11248.300000000001
2003-05-01,2003,5,Autres pays d'Amérique,84.6,AMERIQUE,,361.70000000000005,361.70000000000005,11248.300000000001
2003-05-01,2003,5,Australie,0.0,OCEANIE,,0.0,0.0,11248.300000000001
2003-05-01,2003,5,Autres pays de l'Océanie,0.0,OCEANIE,,0.0,0.0,11248.300000000001
2003-05-01,2003,5,nan,,PAYS NON SPECIFIES,,41.1,41.1,11248.300000000001
2003-05-01,2003,5,nan,,PAYS NON SPECIFIES,,41.1,41.1,11248.300000000001
2003-05-01,2003,5,(1)  : République Démocratique du Congo,,PAYS NON SPECIFIES,,41.1,41.1,11248.300000000001
2003-05-01,2003,5,Source  : OBR,,PAYS NON SPECIFIES,,41.1,41.1,11248.300000000001
2003-05-01,2003,5,Zimbabwe,7.9,PAYS NON SPECIFIES,,41.1,41.1,11248.300000000001
2003-05-01,2003,5,Rép. Pop. de Chine,231.9,PAYS NON SPECIFIES,,41.1,41.1,11248.300000000001
2003-05-01,2003,5,2. AUTRES,234.29999999999998,,,,,11248.300000000001
2003-05-01,2003,5,Japon,335.9,PAYS NON SPECIFIES,AUTRES,41.1,234.29999999999998,11248.300000000001
2003-05-01,2003,5,nan,,PAYS NON SPECIFIES,AUTRES,41.1,234.29999999999998,11248.300000000001
2003-05-01,2003,5,1. Union Européenne,3822.5,,,,,11248.300000000001
2003-05-01,2003,5,Allemagne,1082.8,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Belgique - Luxembourg,2008.7,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Danemark,10.4,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Espagne,10.6,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,France,324.1,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Grèce,0.0,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Irlande,0.0,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Italie,284.9,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Pays-Bas,101.0,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Portugal,0.0,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Roumanie,0.0,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Pakistan,7.3,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Iran,0.0,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Hong-Kong,42.5,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Emirats Arabes Unis,0.0,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Corée du Sud,101.7,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Bangladesh,0.0,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Arabie Saoudite,0.0,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Corée du Nord,0.0,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Autres pays d'Europe,125.4,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Russie,0.0,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Royaume-Uni,33.1,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Turquie,28.2,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Suisse,47.6,EUROPE,Union Européenne,4056.8,3822.5,11248.300000000001
2003-05-01,2003,5,Autres pays de l'U.E.,0.0,ASIE,,2095.8,2095.8,11248.300000000001
2003-06-01,2003,6,Kenya,2035.8,ASIE,,2095.8,2095.8,13319.8
2003-06-01,2003,6,Sud Soudan,,ASIE,,2095.8,2095.8,13319.8
2003-06-01,2003,6,Tanzanie,941.4,ASIE,,2095.8,2095.8,13319.8
